Année;SIRET ou NIR;Raison Sociale;Raison sociale 2;Code postal;Commune;Mandaté
2007;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;11495.0
2006;44342900000000;FOI ET CULTURES;;49100;ANGERS;8000.0
2007;43343800000000;ECOLE DE MUSIQUE INTERCOMMUNALE;DU LAYON;49750;BEAULIEU SUR LAYON;12101.0
2006;35393700000000;ADRAMA ANGERS;;49100;ANGERS;5500.0
2007;40415200000000;AFR BOURG D'IRE;;49520;LE BOURG D'IRE;288.96
2006;33996400000000;ECOLE MUSIQUE PAYS FOLIOSAIN;;49170;ST MARTIN DU FOUILLOUX;2196.0
2007;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;619.92
2006;77568200000000;SCOUTS DE FRANCE-GROUPE;SAUMUR;49400;SAUMUR;799.52
2007;38859400000000;GALIPETTE;CENTRE LOISIRS MATERNEL BAUGE;49150;BAUGE;302.4
2006;30034800000000;ASSOCIATION FAMILLES RURALE;LE LONGERON;49710;LE LONGERON;246.95
2007;78614300000000;FAMIL.RURALES CHEMILLE;;49120;CHEMILLE;1708.56
2006;40826100000000;AFR INGRANDES SUR LOIRE;CLSH;49123;LE FRESNE SUR LOIRE;219.52
2007;34824000000000;CALS CTRE ANIMATION;SEGUINIERE;49280;LA SEGUINIERE;780.64
2004;32610100000000;CLSH YZERNAY;;49380;YZERNAY;138.5
2007;78620700000000;LES 3 A -ST SYLVAIN D'ANJOU;;49480;ST SYLVAIN D'ANJOU;3731.58
2004;35279700000000;FOYERS RURAUX 49;FEDERATION DEPARTEMENTALE;49000;ANGERS;13800.0
2007;41076200000000;AIDAL;;49800;ANDARD;3102.96
2004;43293100000000;AFR HOTELLERIE DE FLEE;;49500;L'HOTELLERIE DE FLEE;136.5
2007;41068300000000;ASSOCIATION LEO LAGRANGE OUEST 49;;44600;ST NAZAIRE;2650.0
2004;40776200000000;AFR ST CRESPIN SUR MOINE;;49230;ST CRESPIN SUR MOINE;228.5
2007;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;777.28
2004;35292200000000;CENTRE SOCIAL JEAN DIMA;;49700;DOUE LA FONTAINE;1073.5
2007;44258600000000;CTRE LOISIRS ENFANTS VIHIERS;;49310;VIHIERS;1109.92
2005;49539300000000;ANJOU MADAGASCAR;;49000;ANGERS;1600.0
2008;41888700000000;PACA - PRESENCE ART;CONTEMPORAIN;49100;ANGERS;500.0
2005;78616300000000;MAIS.FAM.BEAUFORT ANJOU;;49250;GEE;3715.61
2008;51362700000000;AIDER;PAR CONSEIL ET FORMATION;49100;ANGERS;2000.0
2005;78616300000000;MAIS.FAM.BEAUFORT ANJOU;;49250;GEE;22470.0
2008;43928500000000;ANJOU LIBAN;;49100;ANGERS;15000.0
2005;35215700000000;CENTRE SOCIAL ROLLAND CHARRIER;CANTON DE MONTREUIL BELLAY;49260;MONTREUIL BELLAY;1676.95
2008;78618000000000;MFR MONTREUIL BELLAY;;49260;MONTREUIL BELLAY;22404.0
2004;35393700000000;ADRAMA ANGERS;;49100;ANGERS;3000.0
2008;78616300000000;CTRE FORMAT. & PROMOTION;MAISONS FAMIL. RURALES;49350;GENNES;2497.02
2004;31456000000000;OGEC COLLEGE J. BLOUIN;ST GERMAIN SUR MOINE;49230;ST GERMAIN SUR MOINE;120.0
2008;31102100000000;MAIRES DEPARTEMENT M & L;;49000;ANGERS;17500.0
2004;32612600000000;ASI-SECT.TENNIS DE TABLE;;49610;MURS ERIGNE;5000.0
2008;31706300000000;CAUE-CONSEIL ARCHITECTUR;URBANISME ET ENVIRONNEMENT;49100;ANGERS;106200.0
2004;78611700000000;MONGAZON LYC & COLL.;;49000;ANGERS;19709.1
2008;32211900000000;ASSOC CPIE LOIRE ET MAUGES;CTRE PERM. D'INITIATIVES P/L'ENVIRON.;49602;BEAUPREAU CEDEX;9150.0
2011;49108400000000;ASSOC ESCA L;;49100;ANGERS;1200.0
2008;51072300000000;SOLIDARITE PAYSANS;CHAMBRE D'AGRICULTURE;49100;ANGERS;5000.0
2011;52105900000000;VIVRE ENSEMBLE;EPHAD ROSE GIET.;49310;LA SALLE DE VIHIERS;4912.0
2008;78620700000000;LOUISE BELLANGER;COLLEGE-LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;27008.0
2012;32400000000000;ALEA-LOISIRS ENFANCE &;ADOLESCENCE 3 MATS;49014;ANGERS CEDEX;2000.0
2008;78612000000000;UNION ANJOU FSCF ANGERS;;49045;ANGERS CEDEX 01;375.0
2012;39200000000000;LES AMIS NOTRE DAME DE CUNAULT;;49350;GENNES VAL DE LOIRE;7500.0
2008;49101200000000;ENTENTE SPORTIVE DU VAL D'ANJOU;;49250;BEAUFORT EN VALLEE;1600.0
2012;78600000000000;ASSOC UNION PRODUCTEURS DES;GRANDS VINS DE LOIRE;49290;CHALONNES SUR LOIRE;4500.0
2008;32870300000000;ECOLE MUSIQUE MONTREVAULT;;49110;MONTREVAULT;8739.0
2012;38300000000000;ASSO ALISEE LIGERIENNE ENERGIE;SENSIBILISATION ENVIRONNEMENT;49100;ANGERS;9000.0
2008;78466600000000;STE FRANCAISE D'ARCHEOLOGIE;MUSEE MONUMENTS FRANCAIS;75015;PARIS;2000.0
2012;40100000000000;COMITE EQUESTRE SAUMUR;;49400;SAUMUR;2000.0
2005;38420800000000;CHOLET BASKET;CLUB HAUT NIVEAU AMATEUR;49307;CHOLET CEDEX;20000.0
2012;41900000000000;ENTENTE NORD ANJOU ANGERS;ATHLETISME;49000;ANGERS;7142.0
2005;78611800000000;COMITE DEPT VOLLEY BALL;;49124;ST BARTHELEMY D'ANJOU;6000.0
2012;43000000000000;HEURES MUSICALES HAUT ANJOU;;49220;THORIGNE D ANJOU;6750.0
2005;78612000000000;FEDERATION OEUVRES LAIQUES M L;FOL49;49100;ANGERS;1029.0
2012;38000000000000;ASSOCIATION CULTURES D ORIENT;;75007;PARIS 7;20000.0
2005;78611700000000;INSTITUTION STE AGNES;;49000;ANGERS;369.6
2012;31400000000000;OGEC COLLEGE ST FRANCOIS;CHATEAUNEUF SUR SARTHE;49330;CHATEAUNEUF SUR SARTHE;1401.0
2005;78616900000000;OGEC COLLEGE FRANCOIS D'ASSISE;;49505;LE LION D'ANGERS;10720.5
2012;78600000000000;ASSO LEP AGRICOLE LES BUISSONNETS;ANGERS;49100;ANGERS;30196.0
2004;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;760.0
2005;78619600000000;OGEC COLLEGE PRIVE;J. CATHELINEAU;49410;ST FLORENT LE VIEIL;5000.0
2012;49100000000000;GPT  AFR  HAUT ANJOU;CHATEAUNEUF SUR SARTHE;49330;CHATEAUNEUF SUR SARTHE;1000.0
2004;32998900000000;PEUPLES SOLIDAIRES;ANGERS;49130;STE GEMMES S/ LOIRE;1000.0
2005;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;153.35
2012;34800000000000;AFR LA BOHALLE;;49800;LOIRE AUTHION;500.0
2008;78616600000000;OGEC COLLEGE ST LOUIS JALLAIS;;49510;JALLAIS;12898.2
2005;30198400000000;ECOLE PRIVEE ARC EN CIEL;;49740;LA ROMAGNE;430.0
2012;78600000000000;ASSOCIATION FAMILIALE RURALE;;49500;STE GEMMES D ANDIGNE;500.0
2008;78613400000000;OGEC COLLEGE PRIVE STE EMILIE;CANDE;49440;CANDE;746.24
2005;31825100000000;MAIS.RETR.MONTFORT;;49270;LANDEMONT;17250.0
2012;78900000000000;ASSOCIATION  LA COMPAGNIE DU REVE;ARTISTES SANS FRONTIERE;49120;CHEMILLE EN ANJOU;3000.0
2008;78611700000000;COLLEGE ST MARTIN ANGERS;;49100;ANGERS;3716.16
2005;34940200000000;L'ARCHIPEL;ESPACE D'ANIMATION;49100;ANGERS;1400.0
2012;43400000000000;TEAM DOM SAUMUR;BOXES PIEDS POINGS;49350;LES ROSIERS SUR LOIRE;750.0
2008;43038300000000;OGEC INSTITUTION ST LAUD;COLLEGE;49130;LES PONTS DE CE;4706.0
2005;42116300000000;ADAR ANGERS;ASS DIABETIQ.ANGERS&REGION;49124;ST BARTHELEMY D'ANJOU;160.0
2013;52300000000000;AMITIE LIBANO FRANCAISE;ALF PAYS DE LOIRE;49000;ANGERS;975.0
2008;43535700000000;USEP ECOL.LES RAIRIES;GRAIN D'AILE;49430;LES RAIRIES;109.25
2006;41144100000000;ASSOCIATION DU COUDRAY MACOUARD;POUR LA PROTECTION DU PATRIMOINE;49260;LE COUDRAY MACOUARD;4500.0
2013;44000000000000;COMPAGNIE JACQUELINE CAMBOUIS;;49100;ANGERS;2000.0
2008;35181600000000;CENTRE FORMATION ET PROMOTION;DES MAISONS FAMILIALES;49510;JALLAIS;10886.53
2006;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;3800.0
2013;41000000000000;ASSO DES INGENIEURS TERRITORIAUX DE;France;72700;ETIVAL LES LE MANS;2500.0
2008;44516700000000;ABC ACCUEIL DE LOISIRS;;49230;ST GERMAIN SUR MOINE;1276.24
2006;32362300000000;ALEA-LOISIRS ENFANCE &;ADOLESCENCE 3 MATS;49014;ANGERS CEDEX;3827.6
2013;38900000000000;OCCE DU MAINE ET LOIRE;ECOLE PUBLIQUE;49260;COURCHAMPS;95.0
2008;48388300000000;M.F.RURALE LA SAILLERIE;;49124;ST BARTHELEMY D'ANJOU;4500.0
2006;39481500000000;AESA - ANJOU EMPLOI;SPORT ANIMATION;49130;LES PONTS DE CE;12500.0
2013;;ASSOC. PARENTS ELEVES ECOLE EPIEDS;ENSEIGNEMENT PRIMAIRE;49260;EPIEDS;104.5
2008;39822100000000;AFOCAL PAYS DE LA LOIRE;;49100;ANGERS;30150.0
2006;31700100000000;COMITE M&L TENNIS TABLE;;49100;ANGERS;1500.0
2013;78600000000000;NOTRE DAME DES CHAMPS ANGERS;SECTION GYMNASTIQUE FEMININE;49000;ANGERS;2010.0
2008;31752700000000;SECOURS POPULAIRE FRANCAIS;FEDERATION DE M ET L;49100;ANGERS;4000.0
2006;42940800000000;COMITE DEPTAL BADMINTON;;49135;LES PONTS DE CE;500.0
2013;79900000000000;C L I F;COOKING LESSONS IN FRANCE;49400;SAUMUR;15000.0
2008;38069000000000;ORCHESTRE SYMPHONIQUE;LYCEE DAVID D'ANGERS;49035;ANGERS CEDEX;1958.96
2006;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;12810.0
2013;32700000000000;COMITE DEPT VOLLEY BALL;;49130;LES PONTS DE CE;4782.0
2008;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;1291.36
2006;34187500000000;IDCE -INSTITUT DEVELOPPE;MENT CONSEIL D'ENTREPRISE;49008;ANGERS CEDEX 01;91475.0
2013;30500000000000;LIGUE DE JUDO DES PAYS DE LA LOIRE;;49000;ANGERS;10460.0
2008;33004400000000;VIE A DOMICILE  VAD;;49000;ANGERS;10000.0
2006;33940200000000;INSTIT. J. D'ARC ANGERS;ECOLE COLLEGE LYCEE PRIVES;49103;ANGERS CEDEX 02;1167.68
2013;78600000000000;UNION ANJOU FSCF ANGERS;;49045;ANGERS CEDEX 01;1320.0
2008;41924100000000;ODYSSEE;;49220;LE LION D'ANGERS;1953.28
2006;43267800000000;LES LOUPIOTS;;49570;MONTJEAN SUR LOIRE;906.08
2013;78600000000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;3435.0
2008;48149500000000;ENJEU ENFANCE;ESPACE JEUNES;49320;BRISSAC QUINCE;1065.68
2006;78620700000000;LES 3 A -ST SYLVAIN D'ANJOU;;49480;ST SYLVAIN D'ANJOU;1294.15
2013;;COLL.ND D'ORVEAU;;49500;NYOISEAU;744.0
2008;48149500000000;ENJEU ENFANCE;ESPACE JEUNES;49320;BRISSAC QUINCE;4462.16
2006;38237700000000;LES ENFANTS DE CHAMBIERS;CTRE LOISIRS ENFANTS-ADO;49430;DURTAL;1164.8
2013;44500000000000;CENTRE SOCIAL INTERCOMMUNAL;ST GEORGES SUR LOIRE;49170;ST GEORGES SUR LOIRE;1320.0
2009;39468500000000;CLUB D ATHLETISME POUR LE SAUMUROIS;;49400;SAUMUR;6155.0
2004;33167400000000;FAMILLES RURALES LANDEMONT;CLSH;49270;LANDEMONT;552.0
2013;48400000000000;RECREA LION;;49220;LE LION D ANGERS;3000.0
2009;31700100000000;COMITE M&L TENNIS TABLE;;49100;ANGERS;7503.0
2004;49126800000000;GPT  AFR  HAUT ANJOU;CHATEAUNEUF SUR SARTHE;49330;CHATEAUNEUF SUR SARTHE;591.5
2013;78600000000000;FAMILLES RURALES LOIRE;;49440;LOIRE;500.0
2009;31338700000000;ANGERS SCO;;49007;ANGERS CEDEX 01;9216.0
2004;39774900000000;AFR ST LAMBERT LA POTH.;;49070;ST LAMBERT LA POTHERIE;460.0
2013;35400000000000;ASSOC MIRE CULTURE ET LOISIRS;;49330;MIRE;500.0
2009;30059900000000;CENTRE AFPA NANTES-ST HERBLAIN;REGION PAYS DE LOIRE;44805;NANTES ST HERBLAIN CEDEX;26000.0
2004;35185600000000;MAISON RETRAITE ANNE DE MELUN;ASSOCIATION D'ENTRAIDE;49150;BAUGE;4089.0
2013;49100000000000;ASSOC P/PILOTAGE PROJETS RECHERCHE;ENTREPRISE DU POLE ENFANT;49300;CHOLET;47500.0
2009;34906600000000;FEDERATION DEPARTEMENT DES;MAISON FAMILIALE;49070;BEAUCOUZE;49000.0
2004;37864500000000;ASSOC ADLI-ASS.DPT. LUTTE ILLE;TRISME - ANGERS;49100;ANGERS;2500.0
2010;33453300000000;ASGA HOCKEY SUR GLACE;;49100;ANGERS;11234.16
2009;48385200000000;RECREA'LION;;49220;LE LION D'ANGERS;1867.04
2004;30482900000000;UNION INTERCOM.FAMILIALE;CENTRE AERE RAYMOND ZELLER;49610;MURS ERIGNE;558.0
2010;39186100000000;CSPO-CONNAISS.SAUV.PROMO;ORGUES;49000;ANGERS;10000.0
2009;78617600000000;AFR CLSH LA MEIGNANNE;;49770;LA MEIGNANNE;1029.28
2005;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;170822.0
2010;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;5500.0
2009;39392900000000;LOIR JEUNESSE VILLEVEQUE;SOUCELLES;49140;SOUCELLES;1024.8
2005;32211900000000;ASSOC CPIE LOIRE ET MAUGES;CTRE PERM. D'INITIATIVES P/L'ENVIRON.;49602;BEAUPREAU CEDEX;7380.0
2010;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;7333.0
2009;33799900000000;FAMILLES RURALES MELAY;;49120;MELAY;763.28
2004;33940200000000;INSTIT. J. D'ARC ANGERS;ECOLE COLLEGE LYCEE PRIVES;49103;ANGERS CEDEX 02;1440.0
2010;78619600000000;OGEC COLLEGE PRIVE;J. CATHELINEAU;49410;ST FLORENT LE VIEIL;1479.0
2009;34824000000000;CALS CTRE ANIMATION;SEGUINIERE;49280;LA SEGUINIERE;966.0
2004;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;21400.0
2010;43267800000000;LES LOUPIOTS;;49570;MONTJEAN SUR LOIRE;474.32
2009;33524400000000;AVEL-ASS.VACANCES ECOLE;LOISIRS;49000;ECOUFLANT;995.4
2004;78612000000000;DIOCESAINE;EVECHE D'ANGERS;49006;ANGERS CEDEX 1;1519.0
2010;32181600000000;ECOLE PRIMAIRE NOTRE DAME;OGEC LE MAY SUR EVRE;49122;LE MAY SUR EVRE;301.0
2009;;PARENTS D'ELEVES ET D'ANCIENS ELEVES;DE L'ECOLE PUBLIQUE DE CARBAY;49420;CARBAY;215.0
2004;78619600000000;OGEC COLLEGE PRIVE;;49410;ST FLORENT LE VIEIL;11649.0
2010;32742100000000;CTRE SOCIAL BEAUPREAU;ESPACE CENTRE MAUGES;49600;BEAUPREAU;1980.0
2009;43387200000000;CLAP-CTRE LOISIRS&ACCUEI;PERISCOLAIRE;49600;BEAUPREAU;842.8
2004;78621100000000;OGEC COLLEGE ST LOUIS SAUMUR;;49400;SAUMUR;95009.0
2010;78613100000000;AFR BOUZILLE;;49530;BOUZILLE;500.0
2009;44014900000000;AFR LOIRE ET COTEAU;;49400;SOUZAY CHAMPIGNY;926.9
2004;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;346768.0
2010;40257200000000;AFR BAUNE;CORNILLE LUE;49140;BAUNE;104.16
2009;50929600000000;CHOLET NATIONAL PETANQUE;;49300;CHOLET;1500.0
2004;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;58822.0
2010;78616700000000;FAMILLES RURALES DE LA JUBAUDIERE;;49510;LA JUBAUDIERE;500.0
2009;78620900000000;HABITAT JEUNES DU SAUMUROIS;FOYER JEUNES TRAVAILLEURS;49400;SAUMUR;33387.61
2004;78611700000000;MONGAZON LYC & COLL.;;49000;ANGERS;16530.0
2010;39392900000000;LOIR JEUNESSE VILLEVEQUE;SOUCELLES;49140;SOUCELLES;179.2
2009;78618600000000;MAIS RETR ND BON SECOURS;;49110;LE PIN EN MAUGES;75600.0
2012;52200000000000;CTE DES OFFICES MUNICIPAUX DES SPORTS;;49000;ANGERS;800.0
2010;41076200000000;AIDAL;;49800;ANDARD;1800.0
2009;78615200000000;ASSOC JEUNE FRANCE OMNISPORTS;;49300;CHOLET;793.52
2012;;ASSOC CLUB DU MOINEAU;;49140;VILLEVEQUE;500.0
2010;43387200000000;CLAP-CTRE LOISIRS&ACCUEI;PERISCOLAIRE;49600;BEAUPREAU;290.08
2010;;LES GARDONS DE L OUDON REUNIS;;49500;SEGRE;783.33
2012;48300000000000;HANDISPORT CHOLETAIS;;49300;CHOLET;3504.0
2010;42005600000000;BADMINTON ANGERS CLUB;;49000;ANGERS;2210.0
2010;50922200000000;MAISON DE L'EUROPE & MAINE ET LOIRE;;49100;ANGERS;15000.0
2012;32900000000000;ANJOU BASKET CLUB ANGERS;;49100;ANGERS;6186.0
2010;50110800000000;ENTR'ART;;49933;ANGERS CEDEX 9;6000.0
2010;32030400000000;CENTRE SOCIAL ET CULTUREL DE THOUARCE;CTRE SOC INTERCOM DES COTEAUX DU LAYON;49380;THOUARCE;367.36
2012;44900000000000;ASSOC SAUMUR LOIRE BASKET 49;;49400;SAUMUR;4259.0
2011;52314400000000;AMITIE LIBANO FRANCAISE;ALF PAYS DE LOIRE;49000;ANGERS;3000.0
2010;42431800000000;SAUMUR HORSE BALL EUROPE;;49400;SAUMUR;8440.0
2012;44900000000000;LE BADMINTON ASSOCIATIF CHOLETAIS;;49300;CHOLET;3734.0
2011;30079800000000;ALAHMI FAM LE GIBERTIN;;49120;CHEMILLE;189750.0
2006;32683100000000;ASCAPE;A49 PARTENAIRES;49100;ANGERS;4600.0
2012;41400000000000;EOLIHARPE;;49100;ANGERS;1500.0
2011;31804400000000;HABITAT ET DEVELOPPEMENT;DE LA SARTHE;72000;LE MANS;20000.0
2006;35292200000000;CENTRE SOCIAL JEAN DIMA;;49700;DOUE LA FONTAINE;1139.05
2012;78600000000000;OGEC COLLEGE PRIVE STE EMILIE;;49440;CANDE;882.0
2011;78616300000000;MAIS.FAM.BEAUFORT ANJOU;;49250;GEE;1480.0
2006;45022900000000;EMMANUEL FRANCE;;49150;CLEFS;10000.0
2012;78600000000000;AFR ACCUEIL LOISIRS LONGUE ROSIERS;;49160;LONGUE JUMELLES;3000.0
2011;49501100000000;SEGRAFO PAYS DE LA LOIRE;;49440;LOIRE;2500.0
2007;78613300000000;MAIS.FAM. SABLONNIERE;BRISSAC QUINCE;49320;BRISSAC QUINCE;12132.0
2012;77600000000000;GUIDES ET SCOUTS D'EUROPE;;77570;CHATEAU LANDON;1500.0
2011;37966400000000;ASSOCIATION CULTURES D ORIENT;;75007;PARIS 7;45000.0
2007;47844900000000;COULEURS DU MONDE;;49540;MARTIGNE BRIAND;800.0
2012;30300000000000;ASSO FAMILIALE DES ULMES ET ENVIRONS;;49700;LES ULMES;500.0
2011;78834800000000;COLL.ST ANDRE SAUMUR;;49400;SAUMUR;1431.0
2007;49101200000000;ENTENTE SPORTIVE DU VAL D'ANJOU;;49250;BEAUFORT EN VALLEE;3000.0
2012;49100000000000;ASSOC P/PILOTAGE PROJETS RECHERCHE;ENTREPRISE DU POLE ENFANT;49300;CHOLET;100000.0
2011;40421600000000;ADDECA - DIRECTION;DIOCESAINE ENSEIG.CATHOLIQ;49000;ANGERS;39000.0
2007;35393700000000;ADRAMA ANGERS;;49100;ANGERS;5500.0
2013;51300000000000;OMI SISSI;;49100;ANGERS;2000.0
2011;32731000000000;FOYER LAIQUE EDUCATION PERMANENTE;;49524;NOYANT LA GRAVOYERE;3000.0
2007;;ASSOC LES ECRIVAINS DE L'ANJOU;;49000;ANGERS;160.0
2013;49400000000000;ZIG ZAG CREATION;;75017;PARIS 17EME ARRONDISSEMENT;1500.0
2011;42895500000000;ADAPC - MAISON DE PAYS;;49330;CHATEAUNEUF SUR SARTHE;1500.0
2007;44319100000000;ECHANGES ET SOLIDARITE;;49124;ST BARTHELEMY D'ANJOU;145.6
2013;41400000000000;COMITE DEPARTEMENTAL USEP ANGERS;;49100;ANGERS;7322.0
2011;50049200000000;ANGERS ATHLETIC CLUB;;49100;ANGERS;1111.0
2007;44874900000000;PASS'AGES;;49290;BOURGNEUF EN MAUGES;335.6
2013;;APEL ECOLE PUBLIQUE R DOISNEAU;;49220;ERDRE EN ANJOU;166.76
2011;33920300000000;ASSOC NDC ANGERS VOILE;;49000;ANGERS;3700.0
2007;43267800000000;LES LOUPIOTS;;49570;MONTJEAN SUR LOIRE;834.96
2013;78600000000000;ASSO DISTRICT FOOTBALL MAINE ET LOIRE;;49130;LES PONTS DE CE;19615.0
2013;35200000000000;RCF ANJOU - COMM.CATHOLIQUE ANJOU;;49045;ANGERS CEDEX 01;1000.0
2007;78615300000000;AFR COMBREE;;49520;COMBREE;601.44
2013;35400000000000;ADRAMA  CHABADA;;49000;ANGERS;5600.0
2013;45000000000000;ENTENTE SPORTIVE DE L'AUBANCE;SECTION JUDO;49320;BRISSAC QUINCE;2737.0
2007;78619700000000;AFR STE GEMMES ANDIGNE;;49500;STE GEMMES D'ANDIGNE;136.64
2013;47900000000000;ECOLE MUSIQUE VALLEE LOIRE;AUTHION-EMVLA;49250;ST MATHURIN SUR LOIRE;0.0
2013;77600000000000;ASSOC ESCA L;;49100;ANGERS;1500.0
2007;33005600000000;AFR LA POMMERAYE;;49620;LA POMMERAYE;884.8
2013;34200000000000;GALERIE SONORE D'ANGERS;CNRP;49000;ANGERS;8000.0
2014;50500000000000;FEDE DES SOCIETES DE JOUEURS;BOULES DE FORT REGION OUEST;49630;MAZE MILON;1425.0
2007;78618700000000;ECOLE NOTRE DAME;AVENIR DES JEUNES ECOLES;49620;LA POMMERAYE;788.0
2013;78800000000000;COLL PRIVE ST ANDRE SAUMUR;;49400;SAUMUR;0.0
2014;33900000000000;COMITE DEPARTEMENTAL DE VOILE;MAINE ET LOIRE;49000;ANGERS;1191.0
2008;78612300000000;ASSOC MJC MAISON DES JEUNES;& DE LA CULTURE;49242;AVRILLE;686.56
2013;30000000000000;OGEC COLLEGE ST JOSEPH;CHEMILLE;49120;CHEMILLE EN ANJOU;4102.0
2014;32700000000000;EIMDA;AEMCA-CTRE GEORGES BRASSENS;49241;AVRILLE;500.0
2008;78620700000000;LOUISE BELLANGER;COLLEGE-LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;958.65
2013;30500000000000;OGEC COLLEGE ST JOSEPH;COOPERATIVE DOUE LA FONTAINE;49700;DOUE LA FONTAINE;2344.0
2014;78800000000000;COLL PRIVE ST ANDRE SAUMUR;;49400;SAUMUR;1942.0
2008;39318900000000;BIBLIOTHEQUE AMERICAINE;D'ANGERS;49100;ANGERS;1500.0
2013;40400000000000;AFR BOURG D'IRE;;49520;LE BOURG D IRE;500.0
2014;78600000000000;AFR ACCUEIL LOISIRS LONGUE ROSIERS;;49160;LONGUE JUMELLES;2000.0
2008;78612000000000;FEDERATION OEUVRES LAIQUES M L;FOL49;49100;ANGERS;2911.0
2013;50000000000000;AFR ENFANCE JEUNESSE DISTRE;MAIRIE;49400;DISTRE;1600.0
2014;32000000000000;HABITANTS QUARTIER ST SERGE;;49100;ANGERS;1520.0
2008;33996400000000;ECOLE MUSIQUE PAYS FOLIOSAIN;;49170;ST MARTIN DU FOUILLOUX;3203.0
2013;78600000000000;AFR CLSH ST ANDRE DE LA MARCHE;;49450;ST ANDRE DE LA MARCHE;500.0
2014;31100000000000;ANIMATION LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;1800.0
2008;41045800000000;VA ET VIENS;;49100;ANGERS;1500.0
2013;31800000000000;FAMILLES RURALES ST AUBIN DE LUIGNE;;49190;ST AUBIN DE LUIGNE;1500.0
2014;38000000000000;SPORTING CLUB DE L'OUEST;SECTION VOLLEY-BALL;49100;ANGERS;3814.0
2008;78612100000000;CULTURE BIBLIOTHEQUE;POUR TOUS;49000;ANGERS;5000.0
2013;49100000000000;ASSOC P/PILOTAGE PROJETS RECHERCHE;ENTREPRISE DU POLE ENFANT;49300;CHOLET;95000.0
2014;40000000000000;LES RESTAURANTS COEUR 49;;49100;ANGERS;10000.0
2005;40822500000000;SAUVEGARDE PARCS & JARDINS;D'ANJOU-ASPEJA;49170;SAVENNIERES;500.0
2010;42940800000000;COMITE DEPTAL BADMINTON;;49135;LES PONTS DE CE;9754.0
2014;32600000000000;ECOLE MUSIQUE CHEMILLE;;49120;CHEMILLE EN ANJOU;17581.0
2005;78611800000000;CLUB SPORTIF JEAN BOUIN;;49100;ANGERS;2300.0
2010;34177300000000;GALERIE SONORE D'ANGERS;CNRP;49000;ANGERS;8000.0
2015;;FAMILLES RURALES;CHALLLAIN LA POTHERIE;49440;CHALLAIN LA POTHERIE;500.0
2005;34885900000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;5000.0
2010;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;465.0
2015;34300000000000;ECOLE MAITRISIENNE REGION;DES PAYS DE LOIRE;49100;ANGERS;34400.0
2005;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;21400.0
2010;33940200000000;INSTIT. J. D'ARC ANGERS;ECOLE COLLEGE LYCEE PRIVES;49103;ANGERS CEDEX 02;43859.5
2015;78600000000000;OGEC COLLEGE PRIVE ST BENOIT;;49270;OREE D ANJOU;3111.0
2005;34177300000000;GALERIE SONORE D'ANGERS;CNRP;49000;ANGERS;3500.0
2010;52285400000000;FOROMAP 49;CHAMBRE COMMERCE & INDUSTRIE;49100;ANGERS;1600.0
2015;34400000000000;COLLEGE ET LYCEE ST JOSEPH;;49620;MAUGES SUR LOIRE;2608.0
2005;32227100000000;OGEC ECOL.IMMACULEE CONCEPT.;;49000;ANGERS;28864.06
2010;30341100000000;CENTRE SOCIAL DU VERGER;;49307;CHOLET CEDEX;1636.22
2015;30700000000000;AFR CHAMPIGNE;;49330;CHAMPIGNE;500.0
2005;31830200000000;OGEC ND DE LA MISERICORDE;;49000;ANGERS;310.0
2010;78616800000000;AFR LA JUMELIERE;;49120;LA JUMELLIERE;800.0
2015;78600000000000;AFR TORFOU;;49660;SEVREMOINE;500.0
2005;40921900000000;FAMIL.RURAL.SCEAUX D'ANJ;;49330;SCEAUX D'ANJOU;260.15
