Année;Nom de l'organisme bénéficiaire;CP;Ville;"Montant
de la subvention de fonctionnement (1)";"Montant
de la subvention d'investissement (1)";"Montant de la garantie
(2)";"Montant du prêt
(3)";"Avantages en nature
(4)"
2018;DISTRICT SARTHE FOOTBALL;72100;LE MANS CEDEX 1;36 300,00;;;;
2018;DOJO DES PHOENIX LE MANS MET;72000;LE MANS;400,00;;;;
2018;DONNER A VOIR;72000;LE MANS;595,00;;;;
2018;DONNEURS SANG BENEVOLES SART;72000;LE MANS;2 900,00;;;;
2018;DU PATRIMOINE DE NEUVILETTE;72140;NEUVILLETTE EN CHARNIE;150,00;;;;
2018;EAU VIVE CHEZ MME LAYER DANIELE;72100;LE MANS;300,00;;;;
2018;ECHANGES FRANCO ALLEMAND TEL;72220;TELOCHE;200,00;;;;
2018;ECHIQUIER CLUB LE MANS  ECLM;72000;LE MANS;5 384,00;;;;
2018;ECLIPSE;72100;LE MANS;150,00;;;;
2018;ECOLE DANSE SILLE LE GUILLAU;72140;SILLE LE GUILLAUME;200,00;;;;
2018;ECOLE DE CIRQUE MIMULUS;72130;FRESNAY SUR SARTHE;7 650,00;;;;
2018;ECOLE DE DANSE ETIVAL LES LE;72700;ETIVAL LES LE MANS;300,00;;;;
2018;ECOLE DE KARATE DE SABLE WAT;72300;SABLE SUR SARTHE;300,00;;;;
2018;ECOLE DE MUSIQUE DU LUDE;72800;LE LUDE;200,00;;;;
2018;ECOLE DE MUSIQUE FREDERIC CO DUTERTRE ANNE;72650;AIGNE;200,00;;;;
2018;ECOLE DE MUSIQUE LA BAZOGE;72650;LA BAZOGE;400,00;;;;
2018;ECOLE DE MUSIQUE SOULIGNE SO BALLON;72290;SOULIGNE SOUS BALLON;2 525,00;;;;
2018;ECOLE DE PEINTURE ADULTES DE ALPES MANCELLES;72130;ASSE LE BOISNE;200,00;;;;
2018;ECOLE DE PEINTURE DES ALPES POUR LES JEUNES MA;72130;ASSE LE BOISNE;250,00;;;;
2018;ECOLE DU CERCLE MUSICAL YVRE;72530;YVRE L EVEQUE;1 000,00;;;;
2018;ECOLE INTERCOMMUNALE DE MUSI HARMONIA;72380;ST JEAN D ASSE;3 650,00;;;;
2018;ECOMMOY FOOTBALL CLUB;72220;ECOMMOY;400,00;;;;
2018;ECURIE LE MANS CHEZ M ANDRE GRISON;72110;BONNETABLE;1 100,00;;;;
2018;ECURIE MAMS;72390;LAVARE;4 500,00;;;;
2018;ECURIE VAL DE BRAYE MONSIEUR JOEL OUDARD;72310;BESSE SUR BRAYE;1 500,00;;;;
2018;ECV 72 ENTENTE CONNERRE VIBR;72160;CONNERRE;11 865,00;;;;
2018;EGLISE PROTESTANTE UNIE DE L MANS ET LA SARTHE;72000;LE MANS;150,00;;;;
2018;ELAN SPORTIF CHAMPAGNE PETAN;72470;CHAMPAGNE;600,00;;;;
2018;ELAN SPORTIF CHAMPAGNE TENNI TABLE;72470;CHAMPAGNE;500,00;;;;
2018;ELAN SPORTIF DE CHAMPAGNE SECTION BADMINTON;72470;CHAMPAGNE;300,00;;;;
2018;ELAN SPORTIF DE CONNERRE;72160;CONNERRE;300,00;;;;
2018;ELAN SPORTIF SECTION CYCLIST CHAMPAGNE;72470;CHAMPAGNE;400,00;;;;
2018;ELECTRIK CAMPUS;72000;LE MANS;1 000,00;;;;
2018;ELVEA SARTHE EPAO;72018;LE MANS CEDEX 2;3 000,00;;;;
2018;EMMAUS SARTHE;72650;LA MILESSE;;;184 775,22;;
2018;ENDURANCE 72 TRIATHLON;72100;LE MANS;7 969,00;;;;
2018;ENFANCE ET FAMILLES D ADOPTI DE LA SARTHE;72100;LE MANS;1 650,00;;;;
2018;ENJEUX D ENFANTS GRAND OUEST;35000;RENNES;1 400,00;;;;
2018;ENSEMBLE MUSICAL CRESCENDO;72300;PARCE SUR SARTHE;500,00;;;;
2018;ENSEMBLE VOCAL RESONNANCES;72000;LE MANS;5 100,00;;;;
2018;ENTENTE ATHLETIQUE VAL HUISN;72160;CONNERRE;430,00;;;;
2018;ENTENTE JEUNES FOOTBALLEURS  PONTVALLAIN;72510;PONTVALLAIN;1 300,00;;;;
2018;ENTENTE PONGISTE 138;72170;MARESCHE;300,00;;;;
2018;ENTENTE PONGISTE YVRE L EVEQ;72530;YVRE L EVEQUE;350,00;;;;
2018;ENTENTE RURALE AUVERS LONGNE;72540;AUVERS SOUS MONTFAUCON;150,00;;;;
2018;ENTENTE SARTHE ATHLETISME;72100;LE MANS;40 000,00;;;;
2018;ENTENTE SPORT FOOT COMMUNAUT  COMMUNES POR;72290;BALLON SAINT MARS;1 500,00;;;;
2018;ENTENTE SPORTIVE LA SUZE TEN;72210;LA SUZE SUR SARTHE;250,00;;;;
2018;ENTENTE SPORTIVE MONCEENNE SECTION FOOTBALL;72230;MONCE EN BELIN;400,00;;;;
2018;ENTRACTE CENTRE CULTUREL;72300;SABLE SUR SARTHE;101 895,00;;;;
2018;ENTRE COURS ET JARDINS;72000;LE MANS;850,00;;;;
2018;ESCRIME CLUB DE NEUVILLE;72190;NEUVILLE SUR SARTHE;150,00;;;;
2018;ESPACE INTERCOMMUNAL DES RIV DE L ANTONNIERE E;72650;LA MILESSE;8 500,00;;;;
2018;ESPACES NATURELS RUAUDINOIS;72230;RUAUDIN;150,00;;;;
2018;ESPERANCE SPORTIVE CHAMPF FO;72610;CHAMPFLEUR;400,00;;;;
2018;ESPERANCE SPORTIVE MONTFORT LE GESNOIS ESMG;72450;MONTFORT LE GESNOIS;300,00;;;;
2018;ESPERANCE SPORTIVE YVREENNE;72530;YVRE L EVEQUE;1 000,00;;;;
2018;ESPERANCE VOUVRAYSIENNE;72500;VOUVRAY SUR LOIR;160,00;;;;
2018;ET ALORS CIE;72000;LE MANS;3 000,00;;;;
2018;ETOILE CYCLISTE BELINOISE;72220;LAIGNE EN BELIN;550,00;;;;
2018;ETOILE DE LA GERMINIERE CHEZ M JACQUES FREY;72700;ROUILLON;900,00;;;;
2018;ETOILE SPORTIVE;72130;SAINT GEORGES LE GAULTIER;640,00;;;;
2018;ETUDE PROTECTION ENVIRONNEME NESARTHE SEPEN;72400;CHERRE;300,00;;;;
2018;ETUDES ET CHANTIERS;72100;LE MANS;115 052,03;;;;
2018;EVENEMENTIELLE SAVIGNEENNE;72800;SAVIGNE SOUS LE LUDE;150,00;;;;
2018;EXPRESSION ARTISTIQUE RUAUDI;72230;RUAUDIN;400,00;;;;
2018;FAMILIALE RURALE FATINES;72470;FATINES;150,00;;;;
2018;FAMILIALE RURALE LOMBRON;72450;LOMBRON;150,00;;;;
2018;FAMILIALE RURALE MONCE EN BE;72230;MONCE EN BELIN;550,00;;;;
2018;FAMILIALE RURALE VILLAINES LA GONAIS;72400;VILLAINES LA GONAIS;200,00;;;;
2018;FAMILLES DU MANS;72000;LE MANS;600,00;;;;
2018;FAMILLES RURALES;72460;SILLE LE PHILIPPE;150,00;;;;
2018;FAMILLES RURALES ASS ENTRAID FAMILIALE;72015;LE MANS CEDEX 2;39 651,57;;;;
2018;FAMILLES RURALES AVEZE;72400;AVEZE;150,00;;;;
2018;FAMILLES RURALES CHAPELLE  DU BOIS;72400;LA CHAPELLE DU BOIS;150,00;;;;
2018;FAMILLES RURALES CHAUFOUR NOTRE DAME;72550;CHAUFOUR NOTRE DAME;1 150,00;;;;
2018;FAMILLES RURALES CHERREAU;72400;CHERREAU;150,00;;;;
2018;FAMILLES RURALES DU BAILLEUL;72200;LE BAILLEUL;300,00;;;;
2018;FAMILLES RURALES ETIVAL;72700;ETIVAL LES LE MANS;250,00;;;;
2018;FAMILLES RURALES LA FRESNAYE;72600;LA FRESNAYE SUR CHEDOUET;200,00;;;;
2018;FAMILLES RURALES MEZERAY;72270;MEZERAY;250,00;;;;
2018;FAMILLES RURALES ROUEZ;72140;ROUEZ EN CHAMPAGNE;150,00;;;;
2018;FAMILLES RURALES ST MARS LA BRIERE;72470;ST MARS LA BRIERE;150,00;;;;
2018;FAMILLES RURALES VILLAINES;72270;DUREIL;400,00;;;;
2018;FAMLA 72;72000;LE MANS;500,00;;;;
2018;FAN CLUB BENJAMIN DAVID;72650;ST SATURNIN;750,00;;;;
2018;FCPE 72 ECOLE MOLIERE COULAI;72190;COULAINES;196,00;;;;
2018;FCPE ECOLE ALBERT CAMUS;72190;COULAINES;196,00;;;;
2018;FCPE ECOLE BRAQUE COULAINES;72190;COULAINES;196,00;;;;
2018;FCPE ROGER BOUVET CHASSE ROY;72000;LE MANS;350,00;;;;
2018;FCPE ST PAVACE;72190;SAINT PAVACE;150,00;;;;
2018;FDGDON 72;72510;REQUEIL;30 000,00;;;;
2018;FEDERATION DEP DES FOYERS RU BRETTE LES PINS;72250;BRETTE LES PINS;2 000,00;;;;
2018;FEDERATION DEPART DES CHASSE;72210;VOIVRES LES LE MANS;1 200,00;;;;
2018;FEDERATION DEPT FAMILLES RUR SARTHE;72015;LE MANS CEDEX 2;13 000,00;;33 333,20;;X
2018;FEDERATION DEPT MAISONS FAMI;72000;LE MANS;23 000,00;;;;
2018;FEDERATION MUSICALE SARTHE;72240;CONLIE;30 600,00;;;;
2018;FEDERATION SPORTIVE ET GYMNI  DU TRAVAIL FSGT;72000;LE MANS;1 070,00;;;;
2018;FEMMES SOLIDAIRES LE MANS;72100;LE MANS;250,00;;;;
2018;FESTIVAL DE L IMAGE;72100;LE MANS;2 295,00;;;;
2018;FESTIVAL NATIONAL ACCORDEON  Mme PICHON CLAUD;72000;LE MANS;10 000,00;;;;
2018;FESTIVALS EN PAYS DE HAUTE SARTHE SARTHE;72610;ANCINNES;2 550,00;;;;
2018;FETE DE LA POMME A VAAS;72500;VAAS;2 700,00;;;;
2018;FETE DES VIEUX METIERS;72450;MONTFORT LE GESNOIS;570,00;;;;
2018;FETES ET TRADITIONS QUARTIER;72100;LE MANS;250,00;;;;
2018;FILLE EN FETES;72210;FILLE SUR SARTHE;300,00;;;;
2018;FLECHOISE DE PROTECTION ANIM DEFENSE DES ANIMA;72200;LA FLECHE;200,00;;;;
2018;FLEX;72100;LE MANS;150,00;;;;
2018;FNACA COMITE DEPARTEMENTAL S;72100;LE MANS;150,00;;;;
2018;FNACA COULAINES ST PAVACE;72190;SAINT PAVACE;150,00;;;;
2018;FNAME SARTHE;72000;LE MANS;150,00;;;;
2018;FONDATION D AUTEUIL ECOLE ST MARTIN LE MANS;72000;LE MANS;2 600,00;;;;
2018;FONDATION DU PATRIMOINE;49023;ANGERS CEDEX 2;30 000,00;;;;
2018;FONDATION LA CENOMANE;72000;LE MANS;;;628 237,54;;
2018;FONDATION JOEL LE THEULE CHEZ M TISSO;72300;SABLE SUR SARTHE;3 600,00;;;;
2018;FONDEURS D ANTOIGNE;72380;MONTBIZOT;2 400,00;;;;
2018;FONDS DE DOTATION DU CHM;72037;LE MANS CEDEX 9;2 125,00;;;;
2018;FOOTBALL ACADEMY LOISIR FAL;72270;MALICORNE SUR SARTHE;300,00;;;;
2018;FOOTBALL CLUB CHEMIRE LE GAU;72210;CHEMIRE LE GAUDIN;300,00;;;;
2018;FOOTBALL CLUB DE COULONGE;72800;COULONGE;300,00;;;;
2018;FOOTBALL CLUB DE GESNES;72130;GESNES LE GANDELIN;500,00;;;;
2018;FOOTBALL CLUB LA BAZOGE;72650;LA BAZOGE;350,00;;;;
2018;FOOTBALL CLUB LOUPLANDE;72210;LOUPLANDE;300,00;;;;
2018;FOOTBALL CLUB LUCHOIS;72800;LUCHE PRINGE;300,00;;;;
2018;FOOTBALL CLUB MOULINOIS;72130;MOULINS LE CARBONNEL;500,00;;;;
2018;FOOTBALL CLUB PAYS DE SILLE;72140;SILLE LE GUILLAUME;800,00;;;;
2018;FOOTBALL CLUB SAINT CORNEILL;72460;SAINT CORNEILLE;250,00;;;;
2018;FOOTBALL CLUB SAINT GEORGES;72700;ST GEORGES DU BOIS;750,00;;;;
2018;FOOTBALL CLUB VAL DU LOIR;72340;LA CHARTRE SUR LE LOIR;150,00;;;;
2018;FORMASARTHE;72000;LE MANS;23 000,00;;;;
2018;FOULEES D ETIVAL;72700;ETIVAL LES LE MANS;300,00;;;;
2018;FOULEES DE MULSANNE;72230;MULSANNE;1 800,00;;;;
2018;FOYER CLUB RENEE AUDUC;72000;LE MANS;380,00;;;;
2018;FOYER RURAL;72430;CHANTENAY VILLEDIEU;280,00;;;;
2018;FOYER RURAL ANCINNES JUDO;72610;ANCINNES;150,00;;;;
2018;FOYER RURAL BIBLIOTHEQUE CRI;72140;CRISSE;150,00;;;;
2018;FOYER RURAL CHEMIRE LE GAUDI;72210;CHEMIRE LE GAUDIN;200,00;;;;
2018;FOYER RURAL COURDEMANCHE;72150;COURDEMANCHE;800,00;;;;
2018;FOYER RURAL CROSMIERES;72200;CROSMIERES;600,00;;;;
2018;FOYER RURAL DE REQUEIL SECT CULTURELLE ET PATR;72510;REQUEIL;200,00;;;;
2018;FOYER RURAL DES ALPES MANCEL;72130;MOULINS LE CARBONNEL;200,00;;;;
2018;FOYER RURAL JUPILLES;72500;JUPILLES;200,00;;;;
2018;FOYER RURAL LA CHAPELLE GAUG;72310;LA CHAPELLE GAUGAIN;150,00;;;;
2018;FOYER RURAL PARENNES;72140;PARENNES;150,00;;;;
2018;FOYER RURAL THELIGNY;72570;THELIGNY;400,00;;;;
2018;FOYER RURAL THORIGNE SUR DUE;72160;THORIGNE SUR DUE;150,00;;;;
2018;FOYER SOCIO EDUCATIF FREQUEN;72140;SILLE LE GUILLAUME;10 800,00;;;;
2018;FRANCAISE PONTVALLAIN FOOTBA;72510;PONTVALLAIN;300,00;;;;
2018;FRANCE ADOT 72;72000;LE MANS;150,00;;;;
2018;FRANCE BENEVOLAT SARTHE;72000;LE MANS;1 600,00;;;;
2018;FRANCE CONGO BRAZZAVILLE;72000;LE MANS;400,00;;;;
2018;FRANCE VICTIMES 72 ASAV;72014;LE MANS CEDEX;6 500,00;;;;
2018;FSE COLLEGE BOUTELOUP MAYET;72360;MAYET;450,00;;;;
2018;FSE COLLEGE DE COURTANVAUX;72310;BESSE SUR BRAYE;150,00;;;;
2018;FSE COLLEGE LA FORESTERIE;72110;BONNETABLE;250,00;;;;
2018;FSE COLLEGE LE VIEUX COLOMBI;72000;LE MANS;750,00;;;;
2018;FSE COLLEGE LES QUATRE VENTS FSE COLLEGE LES Q;72800;LE LUDE;450,00;;;;
2018;FSE COLLEGE LES SOURCES LE M;72100;LE MANS;300,00;;;;
2018;FSE COLLEGE TROUVE CHAUVEL;72210;LA SUZE SUR SARTHE;300,00;;;;
2018;FUDOSHIN KARATE CLUB DE MARE M LIONEL LECLERC;72170;MARESCHE;150,00;;;;
2018;GDVS GROUPEMENT DE DEVELOPPE;72500;CHATEAU DU LOIR;19 000,00;;;;
2018;GEEM DE COULAINES;72190;COULAINES;302,00;;;;
2018;GEM LE BON ACCUEIL;72200;LA FLECHE;2 128,00;;;;
2018;GEM S LOISIRS;72100;LE MANS;3 648,00;;;;
2018;GEM TEJIRA;72000;LE MANS;2 525,00;;;;
2018;GENE MOUV AINES RURAUX CANTO;72140;SILLE LE GUILLAUME;300,00;;;;
2018;GENE MOUV AINES RURAUX CANTO;72200;LA FLECHE;300,00;;;;
2018;GENEPI LE MANS;72000;LE MANS;450,00;;;;
2018;GENERATION MOUVEMENT AINES RURAUX CANTON TU;72160;TUFFE VAL DE LA CHERONNE;400,00;;;;
2018;GENERATION MOUVEMENT CLUB DE VOLNAY;72440;VOLNAY;150,00;;;;
2018;GENERATION MOUVEMENT CLUB LU;72500;LUCEAU;164,00;;;;
2018;GENERATION MOUVEMENT DISSAY  COURCILLON AINES;72500;DISSAY SOUS COURCILLON;164,00;;;;
2018;GENERATION MOUVEMENT FEDERAT DE LA SARTHE;72000;LE MANS;13 000,00;;;;
2018;GENERATION MOUVEMENT ST MAIX;72320;SAINT MAIXENT;150,00;;;;
2018;GENERATIONS DANCE;72510;PONTVALLAIN;250,00;;;;
2018;GENERATIONS MOUV AINES RURAU CANTON LA FRESN;72600;LA FRESNAYE SUR CHEDOUET;300,00;;;;
2018;GENERATIONS MOUVEMENT AINES;72190;SARGE LES LE MANS;200,00;;;;
2018;GENERATIONS MOUVEMENT AINES;72700;SPAY;200,00;;;;
2018;GENERATIONS MOUVEMENT ASS CANTONALE D ECOMM;72220;ECOMMOY;400,00;;;;
2018;GENERATIONS MOUVEMENT CLUB S;72500;SAINT PIERRE DE CHEVILLE;164,00;;;;
2018;GENERATIONS MOUVEMENT DU PAY BILURIEN;72440;BOULOIRE;150,00;;;;
2018;GENERATIONS MOUVEMENT LA FER BERNARD;72400;CHERREAU;1 000,00;;;;
2018;GENERATIONS MOUVEMENT LOIR E;72500;MONTVAL SUR LOIR;168,00;;;;
2018;GENERATIONS MOUVEMENT NEUVIL;72190;NEUVILLE SUR SARTHE;150,00;;;;
2018;GENERATIONS MOUVEMENT TRANGE;72650;TRANGE;150,00;;;;
2018;GESTION BIBLIOTHEQUE MANSIGN;72510;MANSIGNE;250,00;;;;
2018;GOELANDS DE SABLE SUR SARTHE;72300;SABLE SUR SARTHE;300,00;;;;
2018;GPT DES ANIMATEURS EN GERONT GERIATRIE GAG;87350;PANAZOL;4 200,00;;;;
2018;GR CHARTRAINE;72340;LA CHARTRE SUR LE LOIR;150,00;;;;
2018;GRAIN DE POLLEN;72160;BEILLE;350,00;;;;
2018;GRAIN DE SABLE ET POMME DE P;72230;MONCE EN BELIN;250,00;;;;
2018;GRAINES D IMAGES;72000;LE MANS;76 000,00;;;;
2018;GRAINES DE BONHEUR;72350;ST OUEN EN CHAMPAGNE;;3 885,87;;;
2018;GROUPE DANSANT CHASSE ROYALE;72000;LE MANS;300,00;;;;
2018;GROUPE DEJA UTOPIUM PRODUCTIONS;72000;LE MANS;2 125,00;;;;
2018;GROUPE DES APHASIQUES DU MAI;72000;LE MANS;250,00;;;;
2018;GROUPE DUNOIS ART ET CREATIO;72160;DUNEAU;170,00;;;;
2018;GROUPE ETIVAL SOLIDARITE TIE;72700;ETIVAL LES LE MANS;;5 000,00;;;
2018;GROUPE GYMNASTIQUE VOLONTAIR;72230;MULSANNE;150,00;;;;
2018;GROUPE SPORT INTERCOM SAOSNO;72260;COURGAINS;150,00;;;;
2018;GROUPE SPORTIF TORCE EN VALL SECTION MOTOCYC;72460;SAVIGNE L EVEQUE;3 050,00;;;;
2018;GROUPE THEATRAL MALICORNAIS;72270;MALICORNE SUR SARTHE;150,00;;;;
2018;GV COPPELIA SECTION GYMNASTI;72100;LE MANS;150,00;;;;
2018;GYM CALIN;72310;LA CHAPELLE HUON;150,00;;;;
2018;GYM CLUB DE ST REMY DES MONT;72600;SAINT REMY DES MONTS;150,00;;;;
2018;GYM LOISIRS DU BREIL SUR MER;72370;LE BREIL SUR MERIZE;150,00;;;;
2018;GYM VOLONTAIRE SILHOUETTE;72000;LE MANS;392,00;;;;
2018;GYMNASTIQUE ENTRETIEN MONTFO;72450;MONTFORT LE GESNOIS;150,00;;;;
2018;GYMNASTIQUE FEMININE NOYEN  SARTHE;72430;NOYEN SUR SARTHE;150,00;;;;
2018;GYMNASTIQUE POUR TOUS JUIGNE SARTHE;72300;JUIGNE SUR SARTHE;200,00;;;;
2018;GYMNASTIQUE RYTHMIQUE ET SPO;72430;NOYEN SUR SARTHE;6 100,00;;;;
2018;GYMNASTIQUE VOLONT COSMEENNE;72110;SAINT COSME EN VAIRAIS;150,00;;;;
2018;GYMNASTIQUE VOLONT DE CONNER HOTEL DE VILLE;72160;CONNERRE;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE;72110;BONNETABLE;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE;72530;YVRE L EVEQUE;400,00;;;;
2018;GYMNASTIQUE VOLONTAIRE  MONTAILLE;72120;MONTAILLE;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE CHANG;72560;CHANGE;250,00;;;;
2018;GYMNASTIQUE VOLONTAIRE FERTO;72400;LA FERTE BERNARD;450,00;;;;
2018;GYMNASTIQUE VOLONTAIRE GAZON;72000;LE MANS;700,00;;;;
2018;GYMNASTIQUE VOLONTAIRE MAIRIE;72210;LA SUZE SUR SARTHE;200,00;;;;
2018;GYMNASTIQUE VOLONTAIRE MAMER;72600;MAMERS;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE MONT SAINT JEAN;72140;MONT SAINT JEAN;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE NOGEN SUR LOIR;72500;NOGENT SUR LOIR;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE ST MA LA BRIERE;72470;SAINT MARS LA BRIERE;150,00;;;;
2018;GYMNASTIQUE VOLONTAIRE VERDI;72000;LE MANS;392,00;;;;
2018;GYMNASTIQUE VOLONTAIRE VIBRA;72320;VIBRAYE;300,00;;;;
2018;HABITANTS DU QUARTIER  LA MADELEINE;72000;LE MANS;300,00;;;;
2018;HAND BALL CLUB BAZOGIEN;72650;LA BAZOGE;800,00;;;;
2018;HAND BALL CLUB DE LOUE;72540;LOUE;500,00;;;;
2018;HAND BALL CLUB PAYS DE SILLE;72140;SILLE LE GUILLAUME;250,00;;;;
2018;HANDBALL CLUB DE MAMERS;72600;MAMERS;150,00;;;;
2018;HANDBALL COMITE SARTHE;72000;LE MANS;15 684,00;;;;
2018;HANDI TRATC;72230;MULSANNE;1 000,00;;;;
2018;HANDISPORT MAULE 72;72650;SAINT SATURNIN;600,00;;;;
2018;HANDI VILLAGE;72650;SAINT SATURNIN;;;1 400,00;;
2018;HAPPEAU RELAX;72000;LE MANS;200,00;;;;
2018;HARMONIE BEAUFAY ECOLE MUSIQ;72110;BEAUFAY;1 000,00;;;;
2018;HARMONIE CHEMINS DE FER DU M;72000;LE MANS;150,00;;;;
2018;HARMONIE DE DOLLON;72390;DOLLON;400,00;;;;
2018;HARMONIE DE MARCON;72340;MARCON;150,00;;;;
2018;HARMONIE LE BAILLEUL VILLAIN;72270;VILLAINES SOUS MALICORNE;500,00;;;;
2018;HARMONIE MUNICIPALE NOYEN;72430;NOYEN SUR SARTHE;250,00;;;;
2018;HARMONIE SAINTE CECILE MUSIQ;72240;NEUVY EN CHAMPAGNE;700,00;;;;
2018;HAUT COSME TROIS POMMES;72110;ST COSME EN VAIRAIS;;6 600,00;;;
2018;HIGH TECH PERFORMANCE;72650;LA MILESSE;1 500,00;;;;
2018;HISTOIRE ET PATRIMOINE DYONI;72350;ST DENIS D ORQUES;250,00;;;;
2018;HISTOIRE PATRIMOINE PAYS SAO;72260;MAROLLES LES BRAULTS;150,00;;;;
2018;HOMOGENE COLLECTIF GAI LESBI DE LA SARTHE;72000;LE MANS;400,00;;;;
2018;IFIAA;72000;LE MANS;5 100,00;;;;
2018;IMAGES ET ECRITURES;72540;LOUE;150,00;;;;
2018;INALTA SMS;72006;LE MANS CEDEX 1;23 000,00;;;;
2018;INALTA SMS AIDE A LA GESTION FAMILIALE;72000;LE MANS;46 600,00;;;;
2018;INSERVET;72100;LE MANS;;;;;X
2018;INSTITUT NATIONAL DU MUSIC H;72000;LE MANS;;;2 109,55;;
2018;INSTITUTION SAINT LOUIS COLL;72000;LE MANS;2 220,00;68 900,00;;;
2018;JALMALV JUSQU A LA MORT ACCOMPAGNER;72000;LE MANS;696,00;;;;
2018;JALT;72100;LE MANS;36 410,00;;;;
2018;JAMAIS 2 SANS 3;72440;BOULOIRE;38 600,00;;;;
2018;JARDIN DU BOIS FLEURI;72330;YVRE LE POLIN;200,00;;;;
2018;JASPE;72800;LE LUDE;10 000,00;;;;
2018;JAZZ EN SAISON;72000;LE MANS;1 105,00;;;;
2018;JAZZ ET COMPAGNIE;72000;LE MANS;20 580,00;;;;
2018;JEUNES SAP POMPIERS CHATEAU;72500;CHATEAU DU LOIR;150,00;;;;
2018;JEUNESS SPORT CHAMPAG CONLIN;72240;CONLIE;720,00;;;;
2018;JEUNESSE ATHLETIQUES DE MONT LE GESNOIS;72450;MONTFORT LE GESNOIS;5 358,00;;;;
2018;JEUNESSE SPORTIVE ARCEENNE;72800;SAINT GERMAIN D ARCE;150,00;;;;
2018;JEUNESSE SPORTIVE AUBIGNE RA;72800;AUBIGNE RACAN;200,00;;;;
2018;JEUNESSE SPORTIVE LUDOISE;72800;LUCHE PRINGE;600,00;;;;
2018;JEUNESSES MUSICALES DE FRANC;72000;LE MANS;2 550,00;;;;
2018;JEUNESSES SPORTIVES PARIGNE;72250;PARIGNE L EVEQUE;700,00;;;;
2018;JOBARZEN;72320;ST ULPHACE;150,00;;;;
2018;JOYEUX CLIQUARDS DE CORMES E  DE COURGENARD;72400;CORMES;150,00;;;;
2018;JS ALLONNES SECTION ATHLETIS;72700;ALLONNES;150,00;;;;
2018;JS BEAUFAY VOLLEY BALL;72110;BEAUFAY;800,00;;;;
2018;JSA ALLONNES SECTION PETANQU;72700;ALLONNES;150,00;;;;
2018;JSA JEUNESSE SPORTIVE D ALLO;72700;ALLONNES;150,00;;;;
2018;JSA SECTION BASKET;72700;ALLONNES;150,00;;;;
2018;JSA SECTION CAPOEIRA;72700;ALLONNES;150,00;;;;
2018;JSA SECTION FOOTBALL ALLONNE;72700;ALLONNES;150,00;;;;
2018;JSA SECTION HANDBALL;72700;ALLONNES;150,00;;;;
2018;JSA SPORTS ET LOISIRS INTEGR;72700;ALLONNES;650,00;;;;
2018;JSC JEUNESSE SPORTIVE COULAI;72190;COULAINES;8 752,00;;;;
2018;JSR RUAUDIN 72 BASKET BALL;72230;RUAUDIN;650,00;;;;
2018;JUDO CLUB BELMONTAIS;72170;BEAUMONT SUR SARTHE;450,00;;;;
2018;JUDO CLUB CASTELORIEN;72500;CHATEAU DU LOIR;200,00;;;;
2018;JUDO CLUB CHANGEEN;72560;CHANGE;350,00;;;;
2018;JUDO CLUB DE LA CHAMPAGNE  CONLINOISE;72240;CONLIE;400,00;;;;
2018;JUDO CLUB DE NEUVILLE SUR SA;72190;NEUVILLE SUR SARTHE;800,00;;;;
2018;JUDO CLUB DE PONTVALLAIN;72510;PONTVALLAIN;150,00;;;;
2018;JUDO CLUB DE SPAY;72700;SPAY;300,00;;;;
2018;JUDO CLUB DE TELOCHE;72220;TELOCHE;250,00;;;;
2018;JUDO CLUB DU MANS JCM;72100;LE MANS;410,00;;;;
2018;JUDO CLUB FRESNOIS;72130;FRESNAY SUR SARTHE;500,00;;;;
2018;JUDO CLUB LA FLECHE;72200;LA FLECHE;300,00;;;;
2018;JUDO CLUB LOUE;72540;LOUE;650,00;;;;
2018;JUDO CLUB MAMERTIN CHEZ M GUILBERT;72600;SAINT LONGIS;150,00;;;;
2018;JUDO CLUB SABOLIEN;72300;SOLESMES;300,00;;;;
2018;JUDO CLUB SUZERAIN;72210;LA SUZE SUR SARTHE;500,00;;;;
2018;JUGES ET ANCIENS JUGES DU TRIBUNAL DE COMMERC;72000;LE MANS;1 500,00;;;;
2018;KALIDO;72330;OIZE;200,00;;;;
2018;KARATE CLUB DE LOUE;72540;LOUE;250,00;;;;
2018;KARATE CLUB DE PERSEIGNE;72600;VILLENEUVE EN PERSEIGNE;150,00;;;;
2018;KARATE CLUB SHITO RYU MAYET;72360;MAYET;150,00;;;;
2018;KARATE DU VAL DU LOIR;72340;LA CHARTRE SUR LE LOIR;150,00;;;;
2018;KARTOO N RACING TEAM;72000;LE MANS;10 000,00;;;;
2018;KAZOKOU;72700;ST GEORGES DU BOIS;350,00;;;;
2018;KENEC RACING TEAM KRT;72700;ST GEORGES DU BOIS;800,00;;;;
2018;KODOKAN RUAUDIN MULSANNE;72230;MULSANNE;600,00;;;;
2018;L ACTHALIA;72000;LE MANS;4 915,00;;;;
2018;L ARBRE;72100;LE MANS;9 200,00;;;;
2018;L ARC EN CIEL;72100;LE MANS;7 650,00;;;;
