Phase;Type de mission;Code Mission;Mission;Code Programme;Programme;Code Action;Action;Code Ministère;Ministère
PLF 2019;Budget général;IA;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;09;Intérieur
PLF 2019;Budget général;IA;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;09;Intérieur
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;01;Nouveaux cursus à l'université;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;02;Programmes prioritaires de recherche;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;03;Équipements structurants de recherche;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;04;Soutien des grandes universités de recherche;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;05;Constitution d'écoles universitaires de recherche;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;06;Créations expérimentales de sociétés universitaires et scientifiques;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;07;Territoires d'innovation pédagogique;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;422;Valorisation de la recherche;01;Intégration des SATT, incubateurs et accélérateurs;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;422;Valorisation de la recherche;02;"Fonds national post-maturation ""Frontier venture""";12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;422;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;422;Valorisation de la recherche;04;Nouveaux écosystèmes d'innovation;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;422;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;02;Accompagnement et transformation des filières;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;03;Industrie du futur;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;04;Adaptation et qualification de la main d'oeuvre;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;05;Concours d'innovation;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;06;Fonds national d'amorçage n° 2;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;07;Fonds à l'internationalisation des PME;12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;08;"Fonds de fonds ""Multicap Croissance"" n° 2";12;Services du Premier ministre
PLF 2019;Budget général;AV;Investissements d'avenir;423;Accélération de la modernisation des entreprises;09;Grands défis;12;Services du Premier ministre
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;03;Cassation;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;06;Soutien;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;07;Formation;10;Justice
PLF 2019;Budget général;JA;Justice;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;10;Justice
PLF 2019;Budget général;JA;Justice;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;10;Justice
PLF 2019;Budget général;JA;Justice;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;10;Justice
PLF 2019;Budget général;JA;Justice;107;Administration pénitentiaire;04;Soutien et formation;10;Justice
PLF 2019;Budget général;JA;Justice;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;10;Justice
PLF 2019;Budget général;JA;Justice;182;Protection judiciaire de la jeunesse;03;Soutien;10;Justice
PLF 2019;Budget général;JA;Justice;182;Protection judiciaire de la jeunesse;04;Formation;10;Justice
PLF 2019;Budget général;JA;Justice;101;Accès au droit et à la justice;01;Aide juridictionnelle;10;Justice
PLF 2019;Budget général;JA;Justice;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;10;Justice
PLF 2019;Budget général;JA;Justice;101;Accès au droit et à la justice;03;Aide aux victimes;10;Justice
PLF 2019;Budget général;JA;Justice;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;10;Justice
PLF 2019;Budget général;JA;Justice;101;Accès au droit et à la justice;05;Indemnisation des avoués;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;01;État major;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;02;Activité normative;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;10;Justice
PLF 2019;Budget général;JA;Justice;310;Conduite et pilotage de la politique de la justice;10;Action sociale ministérielle;10;Justice
PLF 2019;Budget général;JA;Justice;335;Conseil supérieur de la magistrature;01;Conseil supérieur de la magistrature;10;Justice
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;180;Presse et médias;01;Relations financières avec l'AFP;02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;180;Presse et médias;02;Aides à la presse;02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;180;Presse et médias;05;Soutien aux médias de proximité;02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;180;Presse et médias;06;Soutien à l'expression radiophonique locale;02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;180;Presse et médias;07;Compagnie internationale de radio et télévision (CIRT);02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;334;Livre et industries culturelles;01;Livre et lecture;02;Culture
PLF 2019;Budget général;MA;Médias, livre et industries culturelles;334;Livre et industries culturelles;02;Industries culturelles;02;Culture
PLF 2019;Budget général;OA;Outre-mer;138;Emploi outre-mer;01;Soutien aux entreprises;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;138;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;138;Emploi outre-mer;03;Pilotage des politiques des outre-mer;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;138;Emploi outre-mer;04;Financement de l’économie;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;01;Logement;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;02;Aménagement  du territoire;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;03;Continuité territoriale;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;04;Sanitaire, social, culture, jeunesse et sports;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;06;Collectivités territoriales;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;07;Insertion économique et coopération régionales;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;08;Fonds exceptionnel d'investissement;44;Outre-mer
PLF 2019;Budget général;OA;Outre-mer;123;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;44;Outre-mer
PLF 2019;Budget général;PB;Pouvoirs publics;501;Présidence de la République;01;Présidence de la République;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;511;Assemblée nationale;01;Assemblée nationale;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;521;Sénat;01;Sénat;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;521;Sénat;02;Jardin du Luxembourg;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;521;Sénat;03;Musée du Luxembourg;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;541;La Chaîne parlementaire;01;La Chaîne parlementaire - Assemblée nationale;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;541;La Chaîne parlementaire;02;Public Sénat;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;542;Indemnités des représentants français au Parlement européen;01;Indemnités des représentants français au Parlement européen;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;531;Conseil constitutionnel;01;Conseil constitutionnel;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;532;Haute Cour;01;Haute Cour;07;Action et comptes publics
PLF 2019;Budget général;PB;Pouvoirs publics;533;Cour de justice de la République;01;Cour de justice de la République;07;Action et comptes publics
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;01;Formation initiale et continue du baccalauréat à la licence;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;03;Formation initiale et continue de niveau doctorat;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;04;Établissements d'enseignement privés;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;05;Bibliothèques et documentation;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;13;Diffusion des savoirs et musées;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;14;Immobilier;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;15;Pilotage et support du programme;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;17;Recherche;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;231;Vie étudiante;01;Aides directes;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;231;Vie étudiante;02;Aides indirectes;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;231;Vie étudiante;03;Santé des étudiants et activités associatives, culturelles et sportives;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;231;Vie étudiante;04;Pilotage et animation du programme;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;02;Agence nationale de la recherche;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;11;Recherches interdisciplinaires et transversales;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;12;Diffusion, valorisation et transfert des connaissances et des technologies;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;13;Grandes infrastructures de recherche;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;14;Moyens généraux et d'appui à la recherche;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;01;Développement de la technologie spatiale au service de la science;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;04;Maîtrise de l'accès à l'espace;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;05;Maîtrise des technologies orbitales et de l'innovation technologique;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;06;Moyens généraux et d'appui à la recherche;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;193;Recherche spatiale;07;Développement des satellites de météorologie;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;16;Recherche dans le domaine de l'énergie nucléaire;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;23;Transition écologique et solidaire
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;21;Économie et finances
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;21;Économie et finances
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;21;Économie et finances
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);01;Recherche duale en sciences du vivant;70;Armées
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);02;Recherche duale en sciences et techniques de l'information et de la communication;70;Armées
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);03;Recherche duale dans le domaine aérospatial;70;Armées
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);04;Autres recherches et développements technologiques duaux;70;Armées
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;186;Recherche culturelle et culture scientifique;01;Recherche culturelle;02;Culture
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;186;Recherche culturelle et culture scientifique;03;Culture scientifique et technique;02;Culture
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;03;Agriculture et alimentation
PLF 2019;Budget général;RA;Recherche et enseignement supérieur;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;03;Agriculture et alimentation
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;03;Régime de retraite du personnel de la SNCF;23;Transition écologique et solidaire
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;04;Régime de retraite du personnel de la RATP;23;Transition écologique et solidaire
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;23;Transition écologique et solidaire
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;23;Transition écologique et solidaire
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;01;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;07;Action et comptes publics
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;02;Régime de retraite de la SEITA;07;Action et comptes publics
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;04;Caisse des retraites des régies ferroviaires d'outre-mer;07;Action et comptes publics
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;07;Versements liés à la liquidation de l'ORTF;07;Action et comptes publics
PLF 2019;Budget général;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;11;Régime de retraite complémentaire des exploitants agricoles (RCO);07;Action et comptes publics
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;01;Soutien aux projets des communes et groupements de communes;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;02;Dotation générale de décentralisation des communes;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;03;Soutien aux projets des départements et des régions;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;04;Dotation générale de décentralisation des départements;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;05;Dotation générale de décentralisation des régions;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;06;Dotation générale de décentralisation concours particuliers;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;07;Soutien à l'investissement - Part métropoles;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;01;Aides exceptionnelles aux collectivités territoriales;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;09;Intérieur
PLF 2019;Budget général;RC;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;04;Dotations Outre-Mer;09;Intérieur
PLF 2019;Budget général;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);01;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);02;Taxes foncières;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);03;Taxe d'habitation;07;Action et comptes publics
PLF 2019;Budget général;RD;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);04;Admission en non valeur d'impôts locaux;07;Action et comptes publics
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;12;Santé des populations;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;14;Prévention des maladies chroniques et qualité de vie des malades;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;15;Prévention des risques liés à l'environnement et à l'alimentation;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;16;Veille et sécurité sanitaire;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;17;Politique des produits de santé et de la qualité des pratiques et des soins;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;18;Projets régionaux de santé;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;204;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;183;Protection maladie;02;Aide médicale de l'Etat;56;Solidarités et santé
PLF 2019;Budget général;SA;Santé;183;Protection maladie;03;Fonds d'indemnisation des victimes de l'amiante;56;Solidarités et santé
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;01;Ordre public et protection de la souveraineté;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;02;Sécurité et paix publiques;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;03;Sécurité routière;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;04;Police des étrangers et sûreté des transports internationaux;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;05;Missions de police judiciaire et concours à la justice;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;176;Police nationale;06;Commandement, ressources humaines et logistique;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;152;Gendarmerie nationale;01;Ordre et sécurité publics;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;152;Gendarmerie nationale;02;Sécurité routière;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;152;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;152;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;152;Gendarmerie nationale;05;Exercice des missions militaires;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;207;Sécurité et éducation routières;01;Observation, prospective, réglementation et soutien au programme;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;207;Sécurité et éducation routières;02;Démarches interministérielles et communication;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;207;Sécurité et éducation routières;03;Éducation routière;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;161;Sécurité civile;11;Prévention et gestion de crises;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;161;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;161;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;09;Intérieur
PLF 2019;Budget général;SB;Sécurités;161;Sécurité civile;14;Fonctionnement, soutien et logistique;09;Intérieur
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;11;Prime d'activité et autres dispositifs;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;13;Ingénierie, outils de la gouvernance et expérimentations;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;14;Aide alimentaire;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;15;Qualification en travail social;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;16;Protection juridique des majeurs;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;18;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays d’origine (ARFS);56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;19;Stratégie interministérielle de Prévention et de Lutte contre la Pauvreté des Enfants et des Jeunes;56;Solidarités et santé
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;12;Allocations et aides en faveur des personnes handicapées;12;Services du Premier ministre
PLF 2019;Budget général;SE;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;13;Pilotage du programme et animation des politiques inclusives;12;Services du Premier ministre
