Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de Caubiac",-,"Travaux d'intérêt local",9000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Léguevin",,"Travaux d'intérêt local",10000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Bonrepos",,"Travaux d'intérêt local",10000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Pibrac",,"Travaux d'intérêt local",10000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Levignac",,"Travaux d'intérêt local",10000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Plaisance du Touch",,"Travaux d'intérêt local",10000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Cabanac Seguenville",,"Travaux d'intérêt local",20000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Bragayrac",,"Travaux d'intérêt local",30000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
Multimusiques,"1 quai de Garonne 31330 GRENADE",fonctionnement,2000.00,IMBERT,Françoise,Haute-Garonne,SRC,224-02,PA1689
"Secours Populaire Fenouillet","147 Avenue des Etats-Unis 31200 TOULOUSE",fonctionnement,3000.00,IMBERT,Françoise,Haute-Garonne,SRC,177-14,PA1689
"Les Bons Vivants","158 route de Varennes 31340 LE BORN",fonctionnement,1000.00,IMBERT,Françoise,Haute-Garonne,SRC,157-05,PA1689
"Les Dingos de Xeraco","3 allée de Xéraco - 31150 BRUGUIERES",fonctionnement,1500.00,IMBERT,Françoise,Haute-Garonne,SRC,163-01,PA1689
Médiaaltérité,"504 chemin du Bois Grand 31320 AUREVILLE",fonctionnement,10000.00,IMBERT,Françoise,Haute-Garonne,SRC,224-02,PA1689
"Les Amis de la Radio","55 rue Jean Jaurès 31620 BOULOC",fonctionnement,1000.00,IMBERT,Françoise,Haute-Garonne,SRC,313-03,PA1689
"Horizons Greccs","Mairie d'Aucamville, Place Jean Bazerque BP509 Aucamville 31142 SAINT ALBAN Cedex",fonctionnement,2000.00,IMBERT,Françoise,Haute-Garonne,SRC,224-02,PA1689
"Comm. de Communes Save et Garonne","Grenade S/Garonne","construction d'un bâtiment agricole espace maraichage",20000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
GRATENTOUR,Mairie,"achat parcelle de terrain pour extension école",3000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
BONDIGOUX,Mairie,"acquisition d'un véhicule - services techniques",5000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
BRETX,Mairie,"restauration de la chapelle funéraire",5000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
LAYRAC,Mairie,"remise aux normes de la salle polyvalente",5000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
LESPINASSE,Mairie,"acquisition d'un serveur informatique",5500.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
"LABASTIDE ST SERNIN",Mairie,"aménagement de chemins",15000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
FONBEAUZARD,Mairie,"couverture d'un terrain de tennis",20000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
LAUNAGUET,Mairie,"réhabilitation de l'église",31000.00,IMBERT,Françoise,Haute-Garonne,SRC,122-01,PA1689
"Compagnons du Tour de France – FCMB","15 avenue Grugliasco – 38130 ECHIROLLES","Organisation du Championnat Européen des jeunes charpentiers en avril 2014",4000.00,ISSINDOU,Michel,Isère,SRC,163-01,PA332384
"Compagnie ""Les coulisses à ressort""","15, rue Georges Jacquet - 38 000 GRENOBLE","Financement du spectacle ""Paroles de femmes""",2000.00,ISSINDOU,Michel,Isère,SRC,224-02,PA332384
"Association Laïque d'Echirolles – Section Rugby","2 rue Paul Cézanne – 38130 Echirolles","Financement du voyage de fin d'année de l'école de rugby",3500.00,ISSINDOU,Michel,Isère,SRC,163-02,PA332384
"Secours populaire – Comité d'Echirolles","20 allée du Gatinais – 38130 ECHIROLLES","Participation à l'opération financière ""Père Noël Vert""",3000.00,ISSINDOU,Michel,Isère,SRC,177-14,PA332384
"Banque Alimentaire de l'Isère","4 rue de la Maladière – 38460 SASSENAGE","Projet de nouveau site de ramasse quotidienne et de valorisation de la viande consommable",20000.00,ISSINDOU,Michel,Isère,SRC,304-14,PA332384
"Foyer socio-éducatif du Collège ""Les Mattons""","442 avenue de Vénaria – 38220 VIZILLE","Lutter contre le décrochage scolaire via un système de tutorat et financer l'association sportive",3000.00,ISSINDOU,Michel,Isère,SRC,230-06,PA332384
"Association ""Un cœur pour la Paix""","48 rue Cortambert – 75016 PARIS","Formation d'un médecin palestinien au cathétérisme",10000.00,ISSINDOU,Michel,Isère,SRC,209-02,PA332384
"Maisons des lycéens du lycée Marie Curie","5 Avenue du 8 Mai 1945 – 38130 Échirolles","Projet de voyage pédagogique – Mémoires de la seconde guerre mondiale",3500.00,ISSINDOU,Michel,Isère,SRC,230-06,PA332384
"Foyer socio-éducatif du Collège Louis Lumière","5 rue Carmagnole Liberté – 38130 ECHIROLLES","Projet innovant ""5 sens – 5 éléments"" – Séjour pédagogique pour  les classes de collège",12800.00,ISSINDOU,Michel,Isère,SRC,230-06,PA332384
"Association ""Construire ensemble pour nos différences""","9 place Beaumarchais – 38130 ECHIROLLES","Financement des manifestations prévues par l'association dans le quartier Beaumarchais-Berry",3000.00,ISSINDOU,Michel,Isère,SRC,163-01,PA332384
"Association des Parents d'Elèves de l'école de Champagnier","Ecole de Champagnier - Espace les 4 vents  - Place de l’École  - 38800 Champagnier","Réalisation d'un projet de classe transplantée",2000.00,ISSINDOU,Michel,Isère,SRC,214-01,PA332384
"Association musicale de Venon","Madame Karine Oddon – Présidente – Le Mollaret 38610 VENON","Subvention de fonctionnement",2700.00,ISSINDOU,Michel,Isère,SRC,224-02,PA332384
"Amicale Boules de Gières","Mairie de Gières – 38610 GIERES","Fonctionnement de l'association",3000.00,ISSINDOU,Michel,Isère,SRC,219-01,PA332384
APARDAP,"Maison des Associations - 6 rue Berthe de Boissieux - 38000 GRENOBLE","Cycle d'initiation républicaine pour les demandeurs d'asile",5000.00,ISSINDOU,Michel,Isère,SRC,177-11,PA332384
"Office municipal des sports de Gières","Mme Christine TISON – office municipal des sports – 1 rue des Sports – 38610 GIERES","Renforcement de la capacité financière de soutien aux associations membres de l'office municipal",4000.00,ISSINDOU,Michel,Isère,SRC,219-01,PA332384
"Association ""Le fabuleux destin d'Anthony""","Mme Nathalie Cambione – Présidente – 185 cours de la Libération – 38000 GRENOBLE","Financement d'une session de thérapie pour un enfant atteint d'une maladie génétique rare",6000.00,ISSINDOU,Michel,Isère,SRC,204-14,PA332384
"Etoile Sportive Vaulnaveys Rugby","Monsieur Lionel Goncalves – Président de l'ES Vaulnaveys Rugby – 171 chemin de Venivos – 38410 VAULNAVEYS-LE-BAS","Financement des déplacements des jeunes de l'école de Rugby",3500.00,ISSINDOU,Michel,Isère,SRC,219-01,PA332384
"Atelier d'expression Arc-en-Ciel","Z.I du Béal – 18 rue du Béal – 38400 SAINT-MARTIN-D'HERES","Subvention de fonctionnement",4000.00,ISSINDOU,Michel,Isère,SRC,163-01,PA332384
"Compagnie Kaléidoscope","5 rue Hector Berlioz – 38130 Echirolles","Financement du spectacle ""Notre place""",5000.00,ISSINDOU,Michel,Isère,SRC,224-02,PA332384
"Commune de Venon","Mairie de Venon - La Chappe - 38610 Venon","Travaux sur les routes communales",10000.00,ISSINDOU,Michel,Isère,SRC,122-01,PA332384
"Commune de Venon","Mairie de Venon - La Chappe - 38610 Venon","Aménagements d’un préau, d’un escalier, d’un local de rangement et accessibilité à l’école",20000.00,ISSINDOU,Michel,Isère,SRC,122-01,PA332384
Unar,"Res, La distillerie Bat, B n°31 Grand-Camp 97139 Les Abymes","Vie associative locale",3000.00,JALTON,Éric,Guadeloupe,SRC,163-01,PA268039
"Association Bambou","5, rue de la République Saint-Louis",Culture,3000.00,JALTON,Éric,Guadeloupe,SRC,224-02,PA268039
"Les rapides de Saint-Louis","Lieu-dit Gouverlot 97134 Saint-Louis",Culture,5000.00,JALTON,Éric,Guadeloupe,SRC,224-02,PA268039
"Alliance football club","Rue Victor Schoelcher 97134 Saint-Louis",Sports,5000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
"La Tyrolienne","108-109 Cité Henri IV Batiment AB 97110 Pointe-à-Pitre-","Entraide/Vie associative locale",3000.00,JALTON,Éric,Guadeloupe,SRC,163-01,PA268039
Mades,"13, Res, Les Mouffias Boisripeaux 97 139","Insertion par l'économique",10000.00,JALTON,Éric,Guadeloupe,SRC,102-02,PA268039
"Nasyon a neg mawon","48, Vieux-Bourg 97139 Les Abymes",Culture,5000.00,JALTON,Éric,Guadeloupe,SRC,224-02,PA268039
"Fair +","84, Boissard 97139 Abymes","Aide à l'insertion",6000.00,JALTON,Éric,Guadeloupe,SRC,177-14,PA268039
JCA,"Espace associatif Clovis POPOTTE  Rue Maurice Flory Nérée 97139 Les Abymes","Sport et culture",10000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
Digazon,"Impasse Cayol Route de la piscine 97139 Les Abymes","Vie associative locale",10000.00,JALTON,Éric,Guadeloupe,SRC,163-01,PA268039
"Etoile de Morne-à-l'Eau","Quartier de Richeval 97111 Morne-à-l'Eau","Sport et culture",15000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
"Ka zo ka fé ban nou","route de Chauvel, section Lafond Les Abymes","Aide à l'insertion",6000.00,JALTON,Éric,Guadeloupe,SRC,177-14,PA268039
"Le KAP","Section Roussel-Trianon 97112 Grand-Bourg",Culture,5000.00,JALTON,Éric,Guadeloupe,SRC,224-02,PA268039
Sirroco,"Stadium Rue Achille René Boisneuf BP 33 97139 Les Abymes","Sport et culture",10000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
"Association LERECA","55 avenue Jean Jaures
75019 Paris",Entraide/Entrepreneuriat,10000.00,JALTON,Éric,Guadeloupe,SRC,304-12,PA268039
"Association AJEG","MIE 50, rue des Tournelles 75 003 paris",Entraide/Entrepeneuriat,5000.00,JALTON,Éric,Guadeloupe,SRC,304-12,PA268039
"Maracudja Tennis club","Lotissement les Hauts de Borée 97140",Sports,3000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
"Jeunesse evolution","Boisvin 97139 Les Abymes","Vie associative locale",10000.00,JALTON,Éric,Guadeloupe,SRC,163-02,PA268039
"Red Star","BP 666 97169 Pointe-à-Pitre Cedex","Sport et culture",6000.00,JALTON,Éric,Guadeloupe,SRC,219-01,PA268039
"société de chassse la plaine de Labuissière","2 rue Basse-62620 Ruitz","affaires rurales, environnement",1000.00,JANQUIN,Serge,Pas-de-Calais,SRC,113-07,PA1710
"les jardins de l'espoir de Labuissière","231 rue du Rhone- 62700 Bruay-la-Buissière","vie associative locale, jardinage solidaire",5000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-01,PA1710
"amis du tipi de Caucourt","25 rue du Calvaire-62150 Caucourt","entraide citoyenneté",1000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-01,PA1710
"association des jardins du Nord","3 petit chemin d'Arras-62620 Ruitz","vie associative locale, environnement, santé nature",1000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-01,PA1710
"Peuples Humana","3 rue du Bec-hameau de Bracquencourt-62830 Hersin-Coupigny","solidarité internationale, développement",5000.00,JANQUIN,Serge,Pas-de-Calais,SRC,209-02,PA1710
micromega,"317 rue Jean Jaurès-62700 Bruay-la-Buissière",culture,10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,224-02,PA1710
"MJC-Maison pour tous","5, avenue Pierre Guillon-BP 23 -62290 Noeux-les-Mines","jeunesse, citoyenneté intergénérationnelle",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-02,PA1710
"amicale de la confrérie des charitables","737 rue Paul Descamps-62700 Bruay-la-Buissière","vie associative locale, entraide, citoyenneté",5000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-01,PA1710
"association amicale des décorés  du travail de Bruay-la-Buissière et environs","hôtel de ville, place Henri Cadot, BP 23- 62701 bruay-la-Buissière cedex","vie associative locale, animations culturelles",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,163-01,PA1710
"association Bruay-la-Buissière d'aide aux personnes âgées","mairie de Labuissière, 317 rue Jean Jaurès-62700 Bruay-la-Buissière","personnes âgées, hébergement, solidarité",20000.00,JANQUIN,Serge,Pas-de-Calais,SRC,157-05,PA1710
"association avicole de Noeux-les-Mines","Mairie de Noeux-les-Mines","affaires rurales, agriculture",1000.00,JANQUIN,Serge,Pas-de-Calais,SRC,206-02,PA1710
"Club de Hand de Noeux-les-Mines","Mairie deNoeux-les-Mines-101 Route nationale - 62290 Noeux-les-Mines",sport,1000.00,JANQUIN,Serge,Pas-de-Calais,SRC,219-01,PA1710
REBREUVE-RANCHICOURT,,"équipement d'une classe numérique",5000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
BOUVIGNY-BOYEFFLES,,"aménagements extérieurs de la maison des associations",5000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
DIVION,,"Aménagement espace petite enfance",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
LABOURSE,,"Aménagement école maternelle -espace multi accueil",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
MARLES-LES-MINES,,"Travaux de mise en sécurité du foyer communal",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
HERSIN-COUPIGNY,,"construction d'une maison de quartier",20000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
"Association Amicale des locataires du Castellas","1 rue des Champs - La Castellas - 13015 Marseille","Animation de quartier",3000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Bridzic","116 bd Grawitz - 13016 Marseille","Animation de quartier",9000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association la Vague Bleue 13","La Marine Bleu bat E5 - 121 ch de Ste Marthe 13014 Marseille","Animation de quartier",4000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Culturelle et sportive des amis de l'Orient","1, rue des Ombrelles - La Castellane - 13016 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Collectif de la villa Bellevue","146, Montée Pichou - 13016 Marseille","Animation de quartier",4000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Mieux vivre à la Viste","18 rue du Ravin 13016 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association des seniors des 14eme 15eme et 16eme arrondissements","182 Bd Henri Barnier 13016 Marseille","Animation de quartier",80000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,157-05,PA330613
"Association la Pelouque","281, chemin de la Pelouque - 13016 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association ASLBd Perrin","36 Bd Perrin 13015 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Etoile Rouge","36 rue le Chatelier - Les Trois jade - 13015 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Association Socio Culturelle Franco Yéménite","51 chemin de Mimet - 13015 Marseille","Animation de quartier",2500.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,209-02,PA330613
"Association FNACA des 15e et 16e arrondissements","51, avenue de St Antoine à St Joseph - La Rigaudière - bat D3 - 13015 Marseille","Anciens combattants",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,169-03,PA330613
"Association la Boule Moustier","52, plage de l'estaque - 13016 Marseille","Club de boules",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,219-01,PA330613
"Association Arts et Loisirs","8, allée des vignes - 13015 Marseille","Théâtre de quartier",4000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,224-02,PA330613
"Association Parents d'élèves groupe St Barthélémy Les Flamants","Bat 21 - Les Flamants - 13014 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,214-01,PA330613
"Association Les jardins ouvriers et familiaux de Provence","BP 29 - 13314 Marseille Cedex 15","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,113-07,PA330613
"Association sportive Bassens","Cité Bassens bd Lavoisier 13015 Marseille","Animation de quartier",1500.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,219-01,PA330613
"Association Femmes familles et liens sociaux","La Maurelette - bat C5 - 1 place du Portique - 13015 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,106-01,PA330613
"Association Les résidents de l'oliveraie","Résidence L'Oliveraie n°39 - porte B - traverse de la Batterie - 13015 Marseille","Animation de quartier",2000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,163-01,PA330613
"Boule Amicale de Chavassieux","1, rue Christiophe Thivrier 42000 Saint-Etienne","Vie Associative / Réfection du local",1000.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"Société des Membres de la Légion d'Honneur Loire","1, rue Curnieu 42390 Villars","Vie Associartive / Aide à la diffusion du bulletin de liaison",1000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Fnaca de Villars","1, rue Paul Bert 42390 Villars","Culture / Publication du mémoire ""Villars, de la mine aux tranchées""",1500.00,JUANICO,Régis,Loire,SRC,224-02,PA332614
"Villars Basket","11, rue de l'Hôtel de Ville","Sport / Achat d'équipement sportif et organisation de compéitions",6000.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"Canticum Novum","12, rue du 4 novembre - 42000 Saint-Etienne","Culture / Sensibilisation à la pratique artistique dans les écoles, collèges et associations de la circonscriptioin",3000.00,JUANICO,Régis,Loire,SRC,224-02,PA332614
"US Villars","13, rue de l'Hôtel de Ville 42390 Villars","Sport / Achat d'équipement sportif",2000.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"Comité des Associations Polonaises","14, rue Marcel Paul 42230 Roche-la-Molière","Vie associative / Réfecton de la ""salle Polonaise""",7000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Rue du développement durable","15, rue Robert - 42000 Saint-Etienne","Vie associative / Aide à l'organisartion de différents événements associatifs",4000.00,JUANICO,Régis,Loire,SRC,113-07,PA332614
Triangle,"18, rue Blanqui 42000 Saint-Etienne","Vie associative / Projet ""Instant bien être""",1500.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Amicale Laïque de Terrenoire","2, rue Anatole France 42100 Saint-Etienne","Vie Associative / Travaux de rénovation et d'agrandissement des locaux",5000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Spéléo Groupe Forez","2, rue Mougin Cognet - 42000 Saint-Etienne","Sport / Achat d'équipement pour l'équipe fémine",1000.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"Le Fil","20, boulevard Thiers 42000 Saint-Etienne","Culture / Organisation de spectacles",15000.00,JUANICO,Régis,Loire,SRC,224-02,PA332614
"Amicale Laïque du Soleil","24, rue Beaunier 42000 Saint-Etienne","Vie Associative / Achat d'équipement pour les sections sportives",1500.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"OGEC Collège Sainte-Marie","39, rue des Frères Chappes BP 40513 42007 Saint-Etienne Cedex 01","Education / achet de matériel photo dans le cadre du projet ""sensibilisation au milieu aquatique""",1000.00,JUANICO,Régis,Loire,SRC,230-06,PA332614
"Association des Accidentés de la Vie","47, rue des Alliés - 42030 saint-Etienne Cedex 02","Vie associative / développement des activités de l'association",1500.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Amicale Laïque de Saint-Genest-Lerpt","5, rue Carnot - 42530 Saint-Genest-Lerpt","Vie associative / participation à la réfection des locaux",2000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Montreynaud Education","5, rue Paganini - 42000 Saint-Etienne","Education / Achat de matériel pour le Pôle Parentalité Petite Enfance",1500.00,JUANICO,Régis,Loire,SRC,163-02,PA332614
"Jardins de la Varenne","6, rue Bougainville 42230 Roche-la-Molière","Vie Associative / Remplacement des cuves à eau pour les jardins du Cluzel",1500.00,JUANICO,Régis,Loire,SRC,113-07,PA332614
"Handi Supporters","6, rue Robert 42000 Saint-Etienne","Vie associative / prise en charge d'un déplacement de supporters",2000.00,JUANICO,Régis,Loire,SRC,157-04,PA332614
"Association Arts & Terre","7, rue du 8 mai 1945 - 42270 Saint-Priest-en-Jarez","Culture / aide à l'achat d'un four à poterie",2000.00,JUANICO,Régis,Loire,SRC,224-02,PA332614
"FRANCAS de la Loire","71, rue de Terrenoire BP 313 42015 - SAINT-ETIENNE","Culture / Projet ""Les Portes du temps"" dans les centre sociaux et maisons de quartier de la circonscription",5000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Café des Matrus","9, rue Roger Salengro 42000 Saint-Etienne","Vie Associative / Travaux de rénovation du local",5000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Association de Chasse de Saint-Victor-sur-Loire","Chez Mairie Annexe de Saint-Victor-sur-Loire Le Bourg 42230 SAINT VICTOR SUR LOIRE","Vie associtive / achat de matériel agricole",2000.00,JUANICO,Régis,Loire,SRC,113-07,PA332614
"Saint-Genest-Lerpt Judo","Mairie - Place Charles de Gaulle - 42530 Saint-Genest-Lerpt","Sport / 40ème anniversaire du club",1500.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"FC Saint-Etienne","Parc des Sports de l'Etivallière BP 83 42002 Saint-Etienne Cédex 1","Sport / Achat d'équipement pour les équipes féminines",2000.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
ASIM,"Place du Forum 1 rue Edouard Lalo 42000 Saint-Etienne","Vie Associative / Restructuration des locaux",2000.00,JUANICO,Régis,Loire,SRC,163-01,PA332614
"Rugby Club de Roche-la-Molière","Satde de Baulieu 1 impasse Jean Bouin 42230 Roche-la-Molière","Sport / Achat d'équipement",1500.00,JUANICO,Régis,Loire,SRC,219-01,PA332614
"ROCHE LA MOLIERE","Mairie / 2, rue Gambetta 42230 ROCHE LA MOLIERE","Création d'un parking en centre-ville",50000.00,JUANICO,Régis,Loire,SRC,122-01,PA332614
"Quartiers Ouest : Les Talents","1, place de la Rue du Boulevard - 67200 Strasbourg","Aide à l'impression du magazine des habitants des quartiers ouest de Strasbourg",8000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Centre social protestant","1, rue de l'Ail - 67000 Strasbourg","Accompagnement des publics en difficulté et mise aux normes du local de l'association",10000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Cercle Goethe","11, rue du Maréchal Joffre - 67000 Strasbourg","Réfection de l'orgue Koulen",7000.00,JUNG,Armand,Bas-Rhin,SRC,175-01,PA1748
"Le Galet","1A, boulevard Balzac - 67200 Strasbourg","Mise aux normes du CSC de Hautepierre, dit Le Galet",5000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Association du Consistoire Israélite du Bas-Rhin","1a, rue René Hirschler - 67000 Strasbourg","Mise en conformité de la ventilation de la salle Rambam",10000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Association des Amis du Jardin Botanique de Strasbourg","28, rue Goethe - 67000 Strasbourg","Edition d'un ouvrage consacré au 30ème anniversaire du Jardin Botanique de Strasbourg",10000.00,JUNG,Armand,Bas-Rhin,SRC,113-07,PA1748
"CSC Camille Claus","41, rue Virgile - 67200 Strasbourg","50ème anniversaire du CSC Camille Claus",5000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Club des Libellules","47, rue de Berstett - 67200 Strasbourg","Sport - Basket",10000.00,JUNG,Armand,Bas-Rhin,SRC,219-01,PA1748
"SOS Femmes Solidarité","5, rue Sellénick - 67000 Strasbourg","Accueil des femmes victimes de violence",5000.00,JUNG,Armand,Bas-Rhin,SRC,137-12,PA1748
"Centre socio-culturel de l'Elsau","6, rue Mathias Grunewald - 67200 Strasbourg","Participation aux festivités de fin d'année",7000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
AHK,"7, rue du Hans - 67200 Strasbourg","50ème anniversaire du quartier du Hohberg à Strasbourg-Koenigshoffen",8000.00,JUNG,Armand,Bas-Rhin,SRC,163-01,PA1748
"Radio RBS","9, place Kléber - 67000 Strasbourg","Equipement radiophonique",10000.00,JUNG,Armand,Bas-Rhin,SRC,313-03,PA1748
"Club Sportif de Hautepierre","Centre sportif de Hautepierre - Rue Baden Powell - 67200 Strasbourg",Sport,8000.00,JUNG,Armand,Bas-Rhin,SRC,219-01,PA1748
"CHA-Coordination Handicap et Autonomie","Maison des Associations - 1A, place des Orphelins - 67000 Strasbourg","Aide au fonctionnement de l'instance visant à l'amélioration de la vie des personnes handicapées",5000.00,JUNG,Armand,Bas-Rhin,SRC,157-04,PA1748
"Association culturelle Saint-Joseph","Rue Saint-Jospeh - 67200 Strasbourg","Mise aux normes ""handicap"" du Foyer",9000.00,JUNG,Armand,Bas-Rhin,SRC,157-04,PA1748
CASAS,"13, quai Saint-Nicolas - 67000 Strasbourg","Fonctionnement social",3000.00,JUNG,Armand,Bas-Rhin,SRC,177-11,PA1748
"Secours Populaire du Bas-Rhin","130, avenue de Colmar - 67100 Strasbourg","Aide au fonctionnement accueil des plus démunis",10000.00,JUNG,Armand,Bas-Rhin,SRC,177-14,PA1748
"Friends association","2, rue du 1er Septembre
57460 Behren-Les-Forbach","Record du monde du match de football le plus long (au profit de l'Association Française de Crigler Najjar)",3000.00,KALINOWSKI,Laurent,Moselle,SRC,219-01,PA607691
"Association des Porte-drapeaux
de Forbach et environ","25 impasse des Bouleaux
57350 Schoeneck","Visites pédagogiques de sites historiques",2000.00,KALINOWSKI,Laurent,Moselle,SRC,167-02,PA607691
"Compagnie des Archers
de Stiring-Wendel","Centre social
5A, rue Pasteur
57350 Stiring-Wendel","Travaux sur le pas de tir extérieur",2000.00,KALINOWSKI,Laurent,Moselle,SRC,177-11,PA607691
"Arboriculteurs de Seingbouse",,"Rénovation du local",2000.00,KALINOWSKI,Laurent,Moselle,SRC,113-07,PA607691
"Commune d'Henriville",,"Nouveau portail à l'école du Pré Vert",6570.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de Rosbruck",,"Création d'un accès handicapé et de sanitaires à la Mairie et Travaux d'aménagements périscolaires",10000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de Théding",,"Restauration des toiles du chœur de l'église Sainte-Marguerite",10000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Syndicat intercommunal de gestion forestière de Diebling",,"Pose de plaques de parcelle",10000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de Forbach",,"Travaux de rénovation et de modernisation du centre d'animation culturelle",14000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de Nousseviller-
Saint-Nabor",,"Aménagement d'un terrain de jeux",15000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune d'Alsting",,"Travaux pour l'amélioration de la collectedes eaux usées et augmentation du rendement de la station d'épuration des eaux usées",20000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
